t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m,imu_dt_us,mag_dt_us,bmp_dt_us,imu_mag_dt_us,imu_bmp_dt_us
38.182,-0.006592,0.012207,0.965820,2.274809,-0.106870,0.305344,0.009089,-0.005471,1.000220,0.826072,0.739053,-0.267165,43.486,4.704,4.831,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.012,0.614,0.778,142.434,26.580,100440.84,-140.130,1976,3587,4927,1611,2951
38.307,-0.005859,0.015137,0.961426,2.290076,-0.137405,0.381679,0.009896,-0.002466,0.995896,0.841685,0.708965,-0.191030,43.492,4.711,4.810,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.275,0.659,0.724,142.451,26.580,100440.52,-140.104,1980,3633,4955,1653,2975
38.432,0.004150,0.015625,0.957520,2.229008,-0.137405,0.458015,0.019913,-0.002177,0.991988,0.780444,0.708742,-0.114593,43.489,4.710,4.778,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,137.043,0.680,0.595,142.463,26.580,100440.18,-140.078,1976,3629,4958,1653,2982
38.559,-0.000732,0.010010,0.964111,2.198473,-0.076336,0.381679,0.014883,-0.007798,0.998480,0.750082,0.770034,-0.191030,43.492,4.699,4.761,-23.4862,-21.1009,33.5780,46.0905,-29.7822,-21.7820,38.5337,53.3506,143.819,136.973,0.653,0.525,142.464,26.580,100440.08,-140.067,1979,3620,4946,1641,2967
38.696,-0.009033,0.010010,0.963867,2.274809,-0.106870,0.305344,0.006581,-0.007557,0.998277,0.826418,0.739500,-0.267365,43.492,4.708,4.758,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.063,0.649,0.527,142.465,26.580,100439.57,-140.025,1989,3588,4908,1599,2919
38.821,-0.017578,0.008057,0.975586,2.229008,-0.061069,0.335878,-0.001998,-0.009522,1.009895,0.780790,0.785525,-0.236931,43.495,4.699,4.761,-23.6697,-21.2844,33.6697,46.3350,-29.9980,-21.9945,38.6382,53.6335,143.751,136.943,0.618,0.590,142.461,26.580,100439.50,-140.019,1822,3392,4711,1570,2889
38.958,-0.021973,0.014893,0.975098,2.183206,-0.106870,0.366412,-0.006201,-0.002549,1.009499,0.734815,0.739500,-0.206297,43.492,4.701,4.772,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.057,0.645,0.683,142.470,26.590,100439.59,-140.025,1981,3581,4937,1600,2956
39.082,-0.018799,0.013184,0.973389,2.290076,-0.106870,0.366412,-0.003078,-0.004311,1.007776,0.841859,0.739724,-0.206397,43.495,4.704,4.770,-23.6697,-21.2844,33.6697,46.3350,-29.9980,-21.9945,38.6382,53.6335,143.751,136.934,0.655,0.724,142.463,26.590,100439.42,-140.014,1982,3593,4904,1611,2922
39.207,-0.014404,0.010010,0.969971,2.167939,-0.045802,0.381679,0.001221,-0.007537,1.004343,0.720241,0.801463,-0.191431,43.504,4.690,4.771,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,137.323,0.643,0.751,142.481,26.590,100440.02,-140.062,1978,3574,4897,1596,2919
39.332,-0.012939,0.016357,0.968750,2.244275,-0.091603,0.366412,0.002863,-0.001202,1.003189,0.795884,0.754767,-0.206297,43.492,4.692,4.765,-23.7615,-21.2844,33.6697,46.3819,-30.1067,-21.9950,38.6354,53.6926,143.849,137.060,0.672,0.746,142.477,26.590,100440.12,-140.072,1981,3587,4912,1606,2931
39.459,-0.008057,0.014648,0.968750,2.244275,-0.106870,0.381679,0.007698,-0.003050,1.003150,0.795364,0.738829,-0.190728,43.483,4.693,4.753,-23.5780,-21.1927,33.6697,46.2461,-29.8887,-21.8880,38.6415,53.5311,143.784,136.957,0.679,0.700,142.470,26.590,100440.12,-140.072,1986,3585,4901,1599,2915
39.592,-0.000977,0.012207,0.964600,2.152672,-0.015267,0.396947,0.014702,-0.005604,0.998985,0.703415,0.829986,-0.175261,43.477,4.685,4.749,-23.6697,-20.9174,33.6697,46.1676,-29.9957,-21.5710,38.6401,53.4612,144.279,137.441,0.682,0.638,142.497,26.590,100440.12,-140.072,1984,3582,4907,1598,2923
39.740,-0.019775,0.012939,0.967773,2.229008,-0.015267,0.335878,-0.004072,-0.004407,1.002221,0.781310,0.831997,-0.237232,43.504,4.699,4.780,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.168,0.691,0.726,142.502,26.600,100440.55,-140.109,1828,3432,4782,1604,2954
