t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m,imu_dt_us,mag_dt_us,bmp_dt_us,imu_mag_dt_us,imu_bmp_dt_us
17.988,-0.022217,0.009521,0.963867,2.290076,-0.167939,0.351145,-0.006617,-0.007672,0.998334,0.843419,0.680668,-0.222568,43.521,4.279,4.223,-23.7615,-21.2844,33.5780,46.3154,-30.1095,-21.9955,38.5244,53.6145,143.851,137.757,0.721,0.703,142.771,26.520,100440.20,-140.078,1988,3578,4930,1590,2942
18.112,-0.016113,0.012207,0.974365,2.198473,-0.076336,0.366412,-0.000418,-0.005386,1.008721,0.750949,0.771152,-0.206798,43.506,4.279,4.233,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.992,0.702,0.726,142.764,26.520,100440.20,-140.078,1989,3599,4898,1610,2909
18.237,-0.012207,0.012207,0.960449,2.320611,-0.122137,0.396947,0.003463,-0.005196,0.994931,0.872220,0.724233,-0.175762,43.492,4.294,4.233,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,138.102,0.708,0.718,142.769,26.520,100439.86,-140.051,1986,3586,4903,1600,2917
18.362,-0.007080,0.007812,0.965576,2.137405,-0.137405,0.366412,0.008476,-0.009848,0.999938,0.689360,0.709413,-0.206497,43.498,4.282,4.226,-23.8532,-21.0092,33.5780,46.2368,-30.2166,-21.6784,38.5230,53.5445,144.343,138.229,0.662,0.677,142.775,26.520,100439.86,-140.051,1985,3596,4923,1611,2938
18.489,-0.002197,0.015381,0.970947,2.213740,-0.122137,0.351145,0.013582,-0.002531,1.005304,0.767256,0.726694,-0.222668,43.524,4.288,4.216,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,138.006,0.677,0.601,142.771,26.520,100439.86,-140.051,1987,3579,4895,1592,2908
18.622,0.002197,0.010742,0.962158,2.198473,-0.122137,0.320611,0.017830,-0.007106,0.996540,0.750776,0.725127,-0.252499,43.504,4.292,4.206,-23.8532,-21.1009,33.5780,46.2786,-30.2171,-21.7843,38.5225,53.5875,144.211,138.114,0.659,0.502,142.770,26.520,100439.59,-140.025,1985,3588,4918,1603,2933
18.755,-0.009521,0.017090,0.963623,2.122137,-0.076336,0.335878,0.006293,-0.000456,0.998106,0.675480,0.772271,-0.237835,43.521,4.294,4.215,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.747,0.672,0.502,142.757,26.520,100439.34,-140.004,1815,3411,4751,1596,2936
18.877,-0.018311,0.013184,0.966309,2.244275,-0.091603,0.351145,-0.002603,-0.004172,1.000767,0.796404,0.755438,-0.221865,43.501,4.299,4.224,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,137.992,0.684,0.570,142.761,26.520,100439.34,-140.004,1951,3564,4881,1613,2930
19.008,-0.019531,0.010498,0.971191,2.244275,-0.122137,0.335878,-0.003891,-0.006930,1.005579,0.796924,0.725575,-0.237433,43.509,4.307,4.237,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,137.977,0.671,0.638,142.759,26.520,100439.17,-139.993,1982,3575,4929,1593,2947
19.132,-0.019775,0.015381,0.973389,2.183206,-0.122137,0.366412,-0.003993,-0.002086,1.007802,0.734642,0.724009,-0.206196,43.489,4.308,4.245,-23.8532,-21.1927,33.6697,46.3870,-30.2149,-21.8897,38.6331,53.7086,144.078,137.935,0.682,0.691,142.755,26.520,100439.34,-140.004,1988,3598,4896,1610,2908
19.257,-0.028809,0.009766,0.965820,2.305344,-0.137405,0.381679,-0.013199,-0.007283,1.000300,0.858166,0.710532,-0.191732,43.512,4.319,4.262,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.809,0.664,0.798,142.746,26.520,100439.34,-140.004,1990,3585,4898,1595,2908
19.382,-0.013184,0.011719,0.970947,2.259542,-0.030534,0.290076,0.002492,-0.005883,1.005320,0.811498,0.816283,-0.282833,43.498,4.325,4.274,-23.7615,-21.1009,33.4862,46.1647,-30.1112,-21.7842,38.4143,53.4499,144.116,137.951,0.657,0.796,142.730,26.520,100439.51,-140.019,1984,3597,4928,1613,2944
19.509,-0.013916,0.014893,0.963135,2.259542,-0.091603,0.381679,0.001835,-0.002519,0.997622,0.812191,0.756109,-0.191631,43.509,4.336,4.280,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,138.018,0.682,0.796,142.735,26.520,100439.34,-140.004,1984,3578,4894,1594,2910
19.642,-0.009521,0.016113,0.961670,2.229008,-0.106870,0.351145,0.006261,-0.001390,0.996164,0.781137,0.740171,-0.221865,43.501,4.350,4.284,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.905,0.701,0.753,142.725,26.520,100439.17,-139.993,1981,3583,4909,1602,2928
19.775,-0.013916,0.009033,0.965332,2.198473,-0.091603,0.381679,0.001673,-0.008428,0.999740,0.749736,0.754320,-0.190829,43.486,4.351,4.295,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.763,0.655,0.751,142.714,26.520,100438.84,-139.961,1808,3408,4737,1600,2929
19.897,-0.025879,0.016357,0.970703,2.167939,0.076336,0.305344,-0.010074,-0.000878,1.005183,0.720415,0.923824,-0.267867,43.506,4.349,4.331,-23.8532,-21.0092,33.6697,46.3035,-30.2138,-21.6780,38.6340,53.6227,144.341,138.086,0.687,0.865,142.718,26.520,100439.17,-139.993,1947,3566,4875,1619,2928
20.028,-0.028564,0.004639,0.981689,2.213740,0.000000,0.351145,-0.013071,-0.012762,1.015954,0.765350,0.846370,-0.221564,43.492,4.346,4.368,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.970,0.624,0.976,142.714,26.520,100439.08,-139.982,1983,3577,4931,1594,2948
20.152,-0.029541,0.014893,0.980713,2.183206,-0.061069,0.274809,-0.013760,-0.002456,1.015092,0.735162,0.785749,-0.298100,43.498,4.345,4.391,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.832,0.634,1.059,142.693,26.520,100439.25,-139.998,1991,3599,4905,1608,2914
20.277,-0.022705,0.008789,0.971191,2.244275,-0.091603,0.396947,-0.007113,-0.008549,1.005578,0.796750,0.755885,-0.176264,43.506,4.347,4.404,-23.7615,-20.9174,33.4862,46.0812,-30.1100,-21.5725,38.4152,53.3640,144.380,138.086,0.618,1.091,142.700,26.520,100439.58,-140.025,1991,3586,4904,1595,2913
20.402,-0.012695,0.009766,0.970215,2.229008,0.015267,0.305344,0.002924,-0.007835,1.004574,0.781657,0.862979,-0.267967,43.509,4.347,4.419,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.791,0.593,1.050,142.678,26.510,100439.66,-140.035,1981,3595,4926,1614,2945
20.529,-0.005127,0.011230,0.961182,2.259542,-0.061069,0.335878,0.010518,-0.006389,0.995613,0.812191,0.786643,-0.237433,43.509,4.353,4.416,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.789,0.588,0.952,142.664,26.510,100439.81,-140.046,1989,3581,4904,1592,2915
20.662,-0.010010,0.012939,0.967285,2.229008,-0.061069,0.396947,0.005694,-0.004673,1.001693,0.780617,0.785301,-0.175762,43.492,4.363,4.423,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.897,0.604,0.906,142.671,26.510,100440.31,-140.088,1990,3591,4917,1601,2927
20.795,-0.016113,0.015869,0.970459,2.183206,-0.045802,0.396947,-0.000322,-0.001638,1.004891,0.735855,0.801911,-0.176364,43.509,4.369,4.440,-23.8532,-20.9174,33.5780,46.1952,-30.2160,-21.5726,38.5235,53.5018,144.475,138.136,0.648,0.925,142.695,26.510,100440.31,-140.088,1816,3405,4726,1589,2910
20.917,-0.017822,0.009766,0.966064,2.183206,0.061069,0.396947,-0.002211,-0.007600,1.000490,0.734988,0.907663,-0.175863,43.495,4.361,4.462,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.771,0.620,0.950,142.691,26.510,100440.48,-140.104,1963,3576,4885,1613,2922
21.048,-0.018799,0.007568,0.969238,2.183206,-0.137405,0.320611,-0.003244,-0.009839,1.003615,0.735508,0.709860,-0.252499,43.504,4.357,4.468,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.890,0.585,0.961,142.685,26.510,100440.82,-140.130,1985,3700,5062,1715,3077
21.172,-0.018311,0.012695,0.969482,2.290076,-0.152672,0.396947,-0.002611,-0.004729,1.003904,0.842032,0.694146,-0.175963,43.498,4.367,4.465,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.764,0.600,0.959,142.683,26.520,100441.25,-140.167,1983,3587,4987,1604,3004
21.297,-0.017578,0.008789,0.963867,2.305344,-0.137405,0.335878,-0.001999,-0.008536,0.998305,0.858686,0.711203,-0.237835,43.521,4.375,4.466,-23.7615,-20.8257,33.6697,46.1732,-30.1039,-21.4657,38.6377,53.4780,144.509,138.101,0.607,0.970,142.695,26.520,100441.08,-140.151,1982,3594,4922,1612,2940
21.422,-0.020264,0.016846,0.976074,2.320611,-0.137405,0.351145,-0.004435,-0.000665,1.010476,0.873780,0.710979,-0.222467,43.518,4.394,4.469,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.864,0.657,0.986,142.693,26.520,100441.08,-140.151,1980,3587,4919,1607,2939
21.549,-0.011475,0.016357,0.973389,2.305344,-0.091603,0.366412,0.004336,-0.001344,1.007773,0.857473,0.755438,-0.206597,43.501,4.411,4.468,-23.6697,-21.1009,33.5780,46.1843,-29.9997,-21.7832,38.5281,53.4687,144.016,137.617,0.680,0.932,142.677,26.520,100441.08,-140.151,1981,3613,4924,1632,2943
21.694,0.000000,0.013916,0.971924,2.244275,-0.030534,0.396947,0.015740,-0.004080,1.006246,0.796231,0.816283,-0.175963,43.498,4.431,4.477,-23.7615,-20.8257,33.5780,46.1064,-30.1067,-21.4661,38.5267,53.3996,144.511,138.074,0.703,0.816,142.698,26.520,100440.91,-140.141,1987,3595,4914,1608,2927
21.821,-0.009521,0.014648,0.961182,2.152672,-0.030534,0.305344,0.006219,-0.002845,0.995667,0.703069,0.814272,-0.266664,43.471,4.427,4.482,-23.9450,-21.1009,33.6697,46.3925,-30.3231,-21.7844,38.6308,53.7251,144.306,137.915,0.708,0.791,142.696,26.520,100440.24,-140.083,1808,3394,4710,1586,2902
21.958,-0.019287,0.010010,0.968018,2.213740,-0.183206,0.381679,-0.003666,-0.007356,1.002432,0.765176,0.662941,-0.190929,43.489,4.433,4.485,-23.7615,-21.1927,33.5780,46.2733,-30.1090,-21.8896,38.5248,53.5712,143.982,137.583,0.669,0.811,142.683,26.520,100440.34,-140.088,1984,3585,4945,1601,2961
22.082,-0.016113,0.014893,0.962402,2.152672,-0.106870,0.366412,-0.000364,-0.002440,0.996908,0.704628,0.739947,-0.206497,43.498,4.427,4.486,-23.7615,-20.8257,33.5780,46.1064,-30.1067,-21.4661,38.5267,53.3996,144.511,138.072,0.694,0.833,142.703,26.520,100440.77,-140.125,1987,3594,4910,1607,2923
22.207,-0.009766,0.010986,0.967773,2.167939,-0.122137,0.335878,0.005884,-0.006644,1.002156,0.720761,0.725799,-0.237533,43.512,4.419,4.479,-23.6697,-21.0092,33.5780,46.1424,-29.9991,-21.6773,38.5286,53.4257,144.148,137.725,0.667,0.791,142.693,26.520,100440.60,-140.115,1987,3579,4897,1592,2910
22.332,-0.015625,0.016846,0.969971,2.229008,-0.106870,0.274809,0.000193,-0.000664,1.004415,0.781657,0.740842,-0.298502,43.509,4.426,4.479,-23.8532,-21.0092,33.6697,46.3035,-30.2138,-21.6780,38.6340,53.6227,144.341,137.925,0.706,0.807,142.692,26.520,100441.20,-140.162,1983,3587,4915,1604,2932
22.459,-0.011963,0.013184,0.962402,2.259542,-0.106870,0.335878,0.003738,-0.004268,0.996872,0.811671,0.740171,-0.237132,43.501,4.433,4.477,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.574,0.699,0.780,142.675,26.520,100441.03,-140.146,1987,3581,4900,1594,2913
22.592,-0.014160,0.011475,0.959961,2.244275,-0.106870,0.351145,0.001488,-0.005862,0.994449,0.797271,0.741290,-0.222367,43.515,4.442,4.483,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.820,0.694,0.784,142.678,26.530,100441.80,-140.215,1977,3575,4898,1598,2921
22.732,-0.022949,0.013672,0.968994,2.167939,-0.091603,0.366412,-0.007223,-0.003610,1.003452,0.720761,0.756333,-0.206999,43.512,4.447,4.505,-23.7615,-21.2844,33.6697,46.3819,-30.1067,-21.9950,38.6354,53.6926,143.849,137.418,0.675,0.843,142.656,26.530,100442.19,-140.247,1700,3324,4702,1624,3002
22.857,-0.014404,0.014404,0.961426,2.167939,-0.122137,0.320611,0.001330,-0.002956,0.995929,0.720415,0.725351,-0.252600,43.506,4.444,4.502,-23.6697,-21.0092,33.7615,46.2761,-29.9935,-21.6764,38.7506,53.5825,144.144,137.647,0.678,0.834,142.647,26.530,100441.86,-140.220,1952,3563,4878,1611,2926
22.988,-0.010742,0.010254,0.971191,2.229008,-0.061069,0.396947,0.004892,-0.007423,1.005536,0.781483,0.786420,-0.176264,43.506,4.447,4.508,-23.9450,-20.9174,33.5780,46.2426,-30.3247,-21.5731,38.5207,53.5615,144.572,138.146,0.681,0.825,142.677,26.530,100442.28,-140.252,1979,3570,4939,1591,2960
23.112,-0.011719,0.011963,0.968018,2.213740,-0.076336,0.396947,0.003958,-0.005617,1.002416,0.766043,0.770929,-0.176163,43.504,4.444,4.506,-23.8532,-21.1927,33.6697,46.3870,-30.2149,-21.8897,38.6331,53.7086,144.078,137.653,0.667,0.803,142.674,26.530,100441.95,-140.225,1991,3597,4897,1606,2906
23.239,-0.010498,0.015869,0.963867,2.274809,-0.106870,0.351145,0.005282,-0.001654,0.998341,0.827631,0.741066,-0.222266,43.512,4.457,4.503,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.674,0.695,0.771,142.670,26.530,100441.95,-140.225,1987,3581,4897,1594,2910
23.357,-0.015137,0.009521,0.970947,2.229008,-0.122137,0.381679,0.000476,-0.008026,1.005308,0.781483,0.725351,-0.191531,43.506,4.449,4.496,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.669,0.670,0.778,142.670,26.530,100442.12,-140.241,1983,3590,4915,1607,2932
23.479,-0.027832,0.013916,0.973145,2.229008,-0.015267,0.335878,-0.012092,-0.003317,1.007584,0.780790,0.831327,-0.236931,43.495,4.449,4.519,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.767,0.686,0.888,142.672,26.530,100441.95,-140.225,1991,3584,4918,1593,2927
23.612,-0.021973,0.012939,0.975342,2.229008,-0.106870,0.335878,-0.006256,-0.004508,1.009722,0.781137,0.740171,-0.237132,43.501,4.457,4.532,-23.7615,-21.0092,33.7615,46.3231,-30.1022,-21.6769,38.7478,53.6417,144.242,137.730,0.688,0.933,142.668,26.530,100441.95,-140.225,1985,3583,4901,1598,2916
23.745,-0.009521,0.011475,0.967285,2.183206,-0.045802,0.366412,0.006141,-0.006152,1.001676,0.735335,0.801240,-0.206597,43.501,4.457,4.539,-23.5780,-21.1009,33.6697,46.2041,-29.8881,-21.7821,38.6419,53.4880,143.916,137.398,0.652,0.873,142.645,26.530,100441.95,-140.225,1810,3410,4741,1600,2931
23.867,-0.005127,0.010986,0.966309,2.259542,-0.106870,0.320611,0.010520,-0.006744,1.000684,0.811844,0.740394,-0.252499,43.504,4.457,4.525,-23.7615,-21.0092,33.5780,46.1895,-30.1078,-21.6779,38.5258,53.4850,144.246,137.779,0.649,0.803,142.644,26.530,100442.12,-140.241,1954,3575,4883,1621,2929
23.998,-0.012695,0.011230,0.967773,2.244275,-0.030534,0.381679,0.002960,-0.006317,1.002172,0.796577,0.816730,-0.191431,43.504,4.463,4.536,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.510,0.638,0.796,142.639,26.530,100441.95,-140.225,1992,3580,4933,1588,2941
24.122,-0.024170,0.010010,0.973389,2.213740,-0.015267,0.305344,-0.008539,-0.007334,1.007771,0.765696,0.831550,-0.267566,43.498,4.458,4.555,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.621,0.625,0.878,142.633,26.530,100441.95,-140.225,1988,3598,4895,1610,2907
24.249,-0.017334,0.015137,0.975586,2.351145,-0.137405,0.381679,-0.001554,-0.002447,1.009963,0.903274,0.709637,-0.191330,43.501,4.479,4.555,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.621,0.664,0.884,142.634,26.530,100441.95,-140.225,1987,3581,4897,1594,2910
24.367,-0.025146,0.010498,0.978027,2.213740,-0.091603,0.381679,-0.009494,-0.006918,1.012371,0.766216,0.755885,-0.191531,43.506,4.470,4.562,-23.7615,-21.1009,33.5780,46.2313,-30.1084,-21.7838,38.5253,53.5280,144.114,137.622,0.647,0.946,142.632,26.530,100442.38,-140.262,1977,3582,4901,1605,2924
24.489,-0.019043,0.014893,0.978760,2.229008,-0.137405,0.396947,-0.003265,-0.002711,1.013110,0.781830,0.710532,-0.176465,43.512,4.471,4.559,-23.6697,-21.1009,33.4862,46.1176,-30.0025,-21.7837,38.4171,53.3905,144.018,137.532,0.657,0.950,142.625,26.530,100442.38,-140.262,1995,3589,4915,1594,2920
24.622,-0.014648,0.013428,0.963867,2.274809,-0.045802,0.366412,0.001062,-0.003979,0.998336,0.825725,0.799674,-0.205895,43.480,4.485,4.571,-23.5780,-21.0092,33.5780,46.0954,-29.8904,-21.6767,38.5314,53.3665,144.050,137.497,0.664,0.934,142.615,26.530,100442.21,-140.247,1990,3591,4917,1601,2927
24.755,-0.014404,0.008789,0.971680,2.290076,0.000000,0.290076,0.001189,-0.008795,1.006022,0.842379,0.847265,-0.283034,43.504,4.495,4.589,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.678,0.645,0.932,142.606,26.530,100441.21,-140.162,1805,3404,4739,1599,2934
24.877,-0.014893,0.015137,0.968750,2.213740,-0.076336,0.351145,0.000875,-0.002368,1.003186,0.764310,0.768693,-0.220962,43.474,4.494,4.588,-23.8532,-21.1927,33.4862,46.2540,-30.2205,-21.8907,38.4110,53.5526,144.082,137.603,0.660,0.920,142.601,26.540,100441.47,-140.183,1953,3575,4886,1622,2933
25.008,-0.020752,0.016846,0.970947,2.213740,-0.091603,0.381679,-0.004933,-0.000540,1.005405,0.765176,0.754544,-0.190929,43.489,4.501,4.599,-23.7615,-21.1927,33.5780,46.2733,-30.1090,-21.8896,38.5248,53.5712,143.982,137.454,0.683,0.946,142.592,26.540,100441.41,-140.178,1991,3580,4932,1589,2941
25.132,-0.023926,0.013916,0.971680,2.106870,-0.091603,0.320611,-0.008188,-0.003396,1.006116,0.658133,0.754320,-0.251898,43.486,4.487,4.607,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.562,0.675,0.995,142.583,26.540,100441.23,-140.167,1986,3593,4891,1607,2905
25.257,-0.027344,0.007324,0.974609,2.274809,-0.045802,0.412214,-0.011787,-0.009957,1.008968,0.825552,0.799451,-0.159994,43.477,4.488,4.627,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.548,0.641,1.069,142.584,26.540,100441.49,-140.188,1986,3583,4900,1597,2914
25.382,-0.029297,0.013916,0.965576,2.274809,-0.030534,0.320611,-0.013571,-0.003112,1.000101,0.826418,0.815836,-0.252098,43.492,4.496,4.650,-23.6697,-21.0092,33.6697,46.2092,-29.9963,-21.6768,38.6396,53.5040,144.146,137.525,0.659,1.148,142.573,26.540,100441.92,-140.225,1982,3595,4925,1613,2943
25.509,-0.014160,0.010498,0.963135,2.213740,0.015267,0.320611,0.001467,-0.006908,0.997581,0.764657,0.860743,-0.251697,43.480,4.492,4.662,-23.7615,-20.9174,33.6697,46.2147,-30.1045,-21.5715,38.6373,53.5205,144.376,137.755,0.649,1.122,142.572,26.540,100441.75,-140.210,1990,3585,4901,1595,2911
25.642,-0.007568,0.015625,0.965576,2.229008,-0.076336,0.396947,0.008208,-0.002019,1.000016,0.779578,0.768693,-0.175161,43.474,4.502,4.660,-23.8532,-20.9174,33.7615,46.3287,-30.2104,-21.5716,38.7455,53.6583,144.471,137.841,0.685,1.039,142.590,26.540,100441.59,-140.194,1988,3591,4912,1603,2924
25.775,-0.011719,0.012451,0.959229,2.198473,-0.076336,0.412214,0.003956,-0.004939,0.993723,0.748870,0.768470,-0.159794,43.471,4.504,4.662,-23.5780,-21.1927,33.6697,46.2461,-29.8887,-21.8880,38.6415,53.5311,143.784,137.155,0.654,0.971,142.566,26.550,100441.31,-140.173,1813,3399,4724,1586,2911
25.897,-0.017334,0.009766,0.969971,2.274809,-0.076336,0.290076,-0.001716,-0.007698,1.004354,0.825725,0.769140,-0.282231,43.480,4.504,4.663,-23.6697,-21.0092,33.4862,46.0757,-30.0019,-21.6778,38.4175,53.3474,144.150,137.554,0.642,0.975,142.556,26.550,100441.48,-140.188,1965,3584,4881,1619,2916
26.028,-0.019775,0.015625,0.959961,2.198473,-0.091603,0.366412,-0.004010,-0.001551,0.994516,0.749389,0.753873,-0.205895,43.480,4.508,4.671,-23.8532,-21.1009,33.5780,46.2786,-30.2171,-21.7843,38.5225,53.5875,144.211,137.631,0.671,0.997,142.561,26.550,100441.48,-140.188,1989,3579,4928,1590,2939
26.152,-0.029541,0.007324,0.975586,2.198473,-0.106870,0.381679,-0.013983,-0.009916,1.009944,0.749909,0.739276,-0.190929,43.489,4.498,4.683,-23.9450,-21.1009,33.6697,46.3925,-30.3231,-21.7844,38.6308,53.7251,144.306,137.722,0.639,1.085,142.570,26.550,100441.82,-140.215,1990,3593,4889,1603,2899
26.277,-0.021973,0.009277,0.975098,2.152672,-0.076336,0.351145,-0.006360,-0.008166,1.009445,0.704454,0.770258,-0.221664,43.495,4.485,4.691,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.382,0.600,1.100,142.554,26.550,100441.98,-140.231,1986,3581,4894,1595,2908
26.402,-0.022705,0.015381,0.979980,2.259542,-0.122137,0.396947,-0.006911,-0.002145,1.014340,0.810112,0.722892,-0.175161,43.474,4.492,4.694,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.611,0.636,1.121,142.562,26.550,100442.32,-140.257,1978,3591,4923,1613,2945
26.529,-0.001953,0.011475,0.959961,2.229008,-0.030534,0.396947,0.013696,-0.006208,0.994392,0.780790,0.816060,-0.175863,43.495,4.492,4.685,-23.8532,-20.9174,33.5780,46.1952,-30.2160,-21.5726,38.5235,53.5018,144.475,137.874,0.643,1.009,142.580,26.540,100442.09,-140.236,1992,3596,4914,1604,2922
26.666,-0.011475,0.015625,0.963623,2.152672,0.000000,0.335878,0.004298,-0.001866,0.998101,0.703415,0.845253,-0.236330,43.477,4.495,4.701,-23.6697,-21.1927,33.6697,46.2929,-29.9974,-21.8886,38.6387,53.5901,143.882,137.249,0.643,0.959,142.556,26.540,100442.09,-140.236,1985,3589,4918,1604,2933
26.799,-0.018066,0.015137,0.966553,2.244275,-0.137405,0.335878,-0.002303,-0.002231,1.001027,0.794672,0.707401,-0.236129,43.471,4.506,4.701,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.361,0.663,0.956,142.545,26.540,100441.75,-140.210,1804,3412,4746,1608,2942
26.948,-0.024658,0.010254,0.970947,2.167939,-0.122137,0.351145,-0.009025,-0.007023,1.005359,0.718682,0.723115,-0.221063,43.477,4.513,4.723,-23.8532,-21.0092,33.6697,46.3035,-30.2138,-21.6780,38.6340,53.6227,144.341,137.689,0.650,1.028,142.557,26.550,100441.66,-140.199,1981,3587,4958,1606,2977
27.072,-0.020996,0.014160,0.974854,2.213740,-0.076336,0.320611,-0.005246,-0.003304,1.009246,0.764483,0.768917,-0.251597,43.477,4.511,4.728,-23.8532,-21.1927,33.6697,46.3870,-30.2149,-21.8897,38.6331,53.7086,144.078,137.446,0.657,1.046,142.546,26.550,100441.66,-140.199,1997,3604,4901,1607,2904
27.197,-0.015625,0.010010,0.972412,2.259542,-0.076336,0.335878,0.000004,-0.007555,1.006764,0.810458,0.769140,-0.236430,43.480,4.512,4.728,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.451,0.640,1.025,142.537,26.550,100442.25,-140.252,1988,3582,4902,1594,2914
27.322,-0.003418,0.011475,0.961914,2.259542,-0.091603,0.335878,0.012235,-0.006209,0.996332,0.809766,0.752980,-0.236029,43.468,4.514,4.712,-23.6697,-21.1927,33.5780,46.2262,-30.0002,-21.8891,38.5276,53.5119,143.884,137.249,0.625,0.911,142.516,26.550,100442.25,-140.252,1982,3588,4915,1606,2933
27.449,-0.014160,0.015869,0.968994,2.198473,-0.045802,0.335878,0.001629,-0.001661,1.003432,0.749563,0.799898,-0.236530,43.483,4.515,4.715,-23.8532,-21.1009,33.6697,46.3452,-30.2143,-21.7839,38.6335,53.6656,144.209,137.574,0.659,0.908,142.523,26.550,100442.67,-140.289,1982,3574,4894,1592,2912
27.582,-0.008545,0.010986,0.964355,2.320611,-0.091603,0.351145,0.007098,-0.006605,0.998767,0.871008,0.753203,-0.220862,43.471,4.531,4.711,-23.7615,-21.1009,33.7615,46.3648,-30.1028,-21.7828,38.7474,53.6845,144.110,137.429,0.661,0.853,142.523,26.550,100442.94,-140.310,1981,3584,4907,1603,2926
27.713,-0.022461,0.007080,0.972656,2.213740,-0.091603,0.305344,-0.006914,-0.010297,1.007010,0.764657,0.753873,-0.266964,43.480,4.526,4.721,-23.6697,-21.1009,33.6697,46.2510,-29.9969,-21.7827,38.6391,53.5470,144.014,137.332,0.619,0.908,142.512,26.560,100443.37,-140.347,1990,3590,4907,1600,2917
27.837,-0.020752,0.013184,0.972656,2.274809,-0.030534,0.366412,-0.005033,-0.004240,1.007061,0.826245,0.815612,-0.206196,43.489,4.532,4.731,-23.7615,-21.0092,33.6697,46.2563,-30.1050,-21.6774,38.6368,53.5633,144.244,137.556,0.646,0.957,142.525,26.560,100442.86,-140.305,1857,3439,4774,1582,2917
27.968,-0.026123,0.015625,0.968506,2.305344,-0.045802,0.351145,-0.010343,-0.001556,1.003002,0.856780,0.800345,-0.221463,43.489,4.549,4.751,-23.7615,-21.1009,33.6697,46.2980,-30.1056,-21.7833,38.6363,53.6062,144.112,137.408,0.685,1.032,142.524,26.560,100442.86,-140.305,1977,3575,4927,1598,2950
