t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m
23614.887,0.010986,0.060547,0.875244,1.801527,0.885496,37.862595,0.027870,0.044345,0.910968,0.186822,1.521589,37.381100,40.515,-10.505,-2.516,-1.2844,-37.2477,17.9817,41.3809,-4.0446,-40.3577,20.2520,45.3349,95.723,98.281,-8.409,22.967,9.381,24.870,100687.12,-150.927
23614.997,-0.026611,-0.087402,0.992432,0.916031,0.137405,44.106869,-0.013696,-0.105123,1.025683,-0.699296,0.772730,43.625694,40.504,-10.487,-2.367,0.3670,-37.5229,18.4404,41.8109,-2.0752,-40.6627,20.8561,45.7465,92.922,95.095,-8.684,23.611,17.699,24.870,100687.02,-150.921
23615.107,0.100342,0.114502,1.181396,1.694656,-20.458015,192.931305,0.119306,0.089167,1.214055,0.079330,-19.822691,192.450134,40.504,-10.185,-4.569,6.7890,-37.5229,20.0917,43.1015,5.5863,-40.6143,23.0501,47.0323,82.168,84.923,-0.293,21.355,43.518,24.880,100686.62,-150.884
23615.217,-1.409424,0.242432,1.828857,-1.709924,2.564885,275.343506,-1.385815,0.245961,1.863127,-3.324939,3.200594,274.862183,40.509,-10.189,-3.404,14.0367,-36.1468,21.4679,44.3226,14.2265,-38.9740,24.9432,48.4100,69.947,70.032,11.359,20.769,76.894,24.880,100686.05,-150.837
23615.327,0.126465,0.046387,0.865967,1.877863,-0.030534,27.160305,0.142942,0.027106,0.901108,0.263624,0.606135,26.678572,40.524,-9.923,-3.451,26.4220,-27.7064,23.6697,45.0114,29.0249,-29.1448,28.0280,49.7738,45.118,41.481,11.747,16.553,76.460,24.880,100686.08,-150.842
23615.437,-0.166016,-0.053467,1.033691,4.824428,0.961832,-84.213737,-0.152081,-0.068114,1.067498,3.208946,1.596966,-84.694832,40.501,-9.451,-3.048,26.6055,-27.7982,23.7615,45.2239,29.2445,-29.2490,28.1442,50.0284,45.004,41.413,8.072,16.649,63.570,24.890,100685.84,-150.821
23615.547,0.110352,0.031494,0.887939,2.473282,0.137405,0.320611,0.126446,0.012190,0.922785,0.858422,0.773306,-0.160803,40.512,-9.155,-3.060,24.7706,-29.5413,23.6697,45.2386,27.0563,-31.2726,27.9684,49.9224,49.134,46.270,7.688,13.718,61.787,24.890,100685.95,-150.826
23615.657,0.034668,0.023926,0.946777,2.351145,-0.045802,0.396947,0.050648,0.005494,0.981294,0.737217,0.591252,-0.084947,40.530,-8.886,-2.994,24.5872,-29.5413,23.7615,45.1865,26.8416,-31.2733,28.0738,49.8661,49.361,46.616,7.258,11.585,60.304,24.890,100685.45,-150.784
23615.767,0.013428,0.020996,0.962402,2.412214,-0.045802,0.244275,0.029352,0.002827,0.996829,0.797509,0.590291,-0.237219,40.515,-8.619,-2.904,24.4954,-29.7248,23.5780,45.1609,26.7261,-31.4866,27.8480,49.8117,49.675,47.092,6.830,9.854,59.049,24.890,100686.01,-150.832
23615.877,0.006592,0.019775,0.964111,2.335878,-0.030534,0.458015,0.022484,0.001763,0.998540,0.720706,0.604983,-0.023239,40.506,-8.367,-2.807,24.5872,-29.6330,23.6697,45.1985,26.8382,-31.3797,27.9623,49.8685,49.460,46.919,6.422,8.375,57.987,24.890,100685.84,-150.821
23615.987,0.025635,0.013672,0.950684,2.152672,0.641221,3.465649,0.041332,-0.004592,0.985103,0.538278,1.277698,2.983995,40.521,-8.147,-2.661,24.6789,-29.7248,23.5780,45.2607,26.9436,-31.4854,27.8536,49.9311,49.445,46.951,6.023,7.005,57.413,24.890,100685.84,-150.821
23616.097,0.250000,-0.007080,0.867188,-0.687023,-1.251908,65.938934,0.264981,-0.029909,0.901219,-2.300328,-0.614086,65.456718,40.542,-8.270,-3.001,26.4220,-27.7064,24.0367,45.2054,29.0360,-29.1429,28.4721,50.0306,45.105,42.188,5.944,3.283,63.432,24.890,100685.67,-150.805
23616.207,0.594482,0.166016,0.433838,2.015267,2.671756,124.106873,0.613599,0.142845,0.472422,0.401495,3.309001,123.624901,40.533,-7.725,-3.608,29.4495,-23.9450,24.5872,45.2235,32.6644,-24.7802,29.2497,50.3643,37.185,34.009,7.491,-3.921,74.943,24.890,100686.11,-150.842
23616.317,0.595947,0.053711,0.688477,1.984733,-0.305344,68.671753,0.612352,0.024955,0.723327,0.370805,0.331710,68.189857,40.530,-7.491,-4.305,33.4862,-15.6881,25.1376,44.7140,37.5167,-15.2232,30.0808,50.4391,22.086,17.692,7.803,-10.484,79.397,24.890,100685.61,-150.800
23616.427,0.714844,0.057129,0.568359,2.610687,1.022901,118.381676,0.731139,0.027599,0.603930,0.997226,1.660531,117.899544,40.539,-7.181,-5.048,35.0459,-10.0000,25.6881,44.5880,39.4174,-8.6463,30.8234,50.7796,12.372,7.381,6.427,-18.346,89.728,24.890,100685.44,-150.784
23616.537,-0.610596,-0.085938,1.312744,1.099237,-1.129771,95.389313,-0.597114,-0.094020,1.345429,-0.514691,-0.492718,94.907417,40.530,-7.173,-4.523,35.4128,-5.6881,26.3303,44.4939,39.8987,-3.6644,31.6338,51.0493,5.248,359.517,4.195,-18.045,98.266,24.900,100686.04,-150.837
23616.647,-0.500000,0.045654,1.238281,2.061069,-0.198473,104.992363,-0.482928,0.036091,1.272496,0.448230,0.439926,104.509911,40.551,-6.948,-3.969,35.2294,2.0183,28.8991,45.6107,39.8075,5.2413,34.7763,53.1178,352.499,345.865,3.403,-17.977,107.817,24.900,100685.70,-150.810
23616.757,-1.036377,0.002441,1.999939,1.206107,0.259542,127.832062,-1.019202,-0.008391,2.028361,-0.407510,0.896980,127.350006,40.536,-6.858,-3.260,33.1193,10.8257,35.1376,49.4847,37.5514,15.4242,42.3071,58.6337,337.670,329.952,2.352,-17.096,120.552,24.900,100685.54,-150.795
23616.867,0.055664,-0.016602,0.792969,1.496183,-0.763359,99.725189,0.070226,-0.032318,0.828587,-0.116655,-0.124960,99.242737,40.551,-6.778,-3.305,29.3578,14.5872,37.9817,50.1724,33.2035,19.7563,45.6537,59.8084,329.247,320.807,2.233,-19.174,130.694,24.900,100685.70,-150.810
23616.977,0.183105,0.105713,0.778076,2.290076,1.114504,77.557251,0.201104,0.086746,0.814438,0.676460,1.751941,77.075195,40.536,-6.448,-3.326,25.4128,21.1927,33.4862,47.0773,28.4323,27.3320,40.1267,56.2636,316.130,309.657,4.466,-21.958,138.313,24.900,100685.70,-150.810
23617.087,-0.034912,-0.022217,0.979248,1.740458,0.763359,64.442749,-0.020182,-0.039394,1.013307,0.127153,1.401181,63.960533,40.542,-6.350,-3.085,20.1835,23.3945,30.1835,43.1940,22.1478,29.8237,35.9816,51.7171,306.599,301.209,5.839,-22.745,145.341,24.900,100685.97,-150.832
23617.197,-0.034180,0.000000,0.958740,3.374046,1.877863,6.595420,-0.018859,-0.016747,0.993224,1.760896,2.515877,6.113126,40.545,-6.053,-2.731,19.4495,23.8532,29.9083,42.9158,21.2725,30.3471,35.6285,51.4087,305.029,300.152,9.672,-22.831,145.807,24.900,100686.06,-150.837
23617.307,-0.001953,0.012451,0.965332,2.458015,-0.106870,-1.969466,0.013734,-0.005348,0.999717,0.844399,0.530567,-2.451520,40.536,-5.847,-2.635,19.0826,23.8532,29.7248,42.6226,20.8319,30.3439,35.3953,51.0642,304.471,299.775,13.120,-22.965,145.305,24.900,100686.06,-150.837
23617.417,-0.002930,0.011719,0.964355,2.396947,-0.045802,0.167939,0.012735,-0.006032,0.998748,0.784731,0.593367,-0.314837,40.562,-5.652,-2.533,19.1743,23.9450,29.8165,42.7790,20.9440,30.4508,35.5096,51.2527,304.520,299.975,15.730,-22.913,145.141,24.900,100686.49,-150.874
23617.527,0.045410,0.036621,0.957275,2.427481,0.045802,-3.465649,0.061769,0.017662,0.991756,0.814175,0.683624,-3.947863,40.542,-5.431,-2.480,19.4495,23.7615,29.8165,42.8009,21.2691,30.2408,35.5170,51.2673,305.120,300.665,18.042,-22.891,144.583,24.900,100686.33,-150.858
23617.637,-0.061523,0.026367,0.999512,1.511450,-1.282443,-4.793893,-0.045388,0.009524,1.033957,-0.100921,-0.643467,-5.276589,40.559,-5.322,-2.449,19.4495,23.7615,30.0917,42.9931,21.2775,30.2422,35.8501,51.5029,305.129,300.699,19.696,-22.161,143.960,24.900,100686.16,-150.847
23617.747,-0.112061,0.060303,0.979980,2.580153,0.549618,31.938931,-0.095006,0.045327,1.015194,0.965914,1.186287,31.457197,40.524,-5.061,-2.165,18.9908,23.8532,30.0000,42.7741,20.7316,30.3447,35.7256,51.2535,304.341,300.260,19.767,-22.283,147.504,24.910,100686.59,-150.884
23617.857,0.394287,-0.159668,0.199951,5.557252,3.526718,117.312981,0.403774,-0.172219,0.238736,3.944880,4.165694,116.830284,40.559,-5.250,-2.751,17.4312,24.6789,29.4495,42.1921,18.8715,31.2851,35.0161,50.6066,301.099,296.744,13.825,-31.281,162.266,24.910,100686.26,-150.853
23617.967,-0.104736,-0.064453,1.017822,6.351145,5.557252,103.862595,-0.091135,-0.080499,1.051399,4.739397,6.196998,103.379578,40.571,-4.722,-1.929,8.4404,27.3394,28.0734,40.0849,8.1906,34.2925,33.0905,48.3534,283.433,280.997,9.504,-30.737,176.519,24.910,100686.16,-150.847
23618.077,0.082764,-0.079590,1.006836,2.717557,1.328244,106.244278,0.095935,-0.100720,1.039501,1.106120,1.968376,105.761101,40.577,-4.619,-1.783,1.3761,27.3394,27.2477,38.6235,-0.2069,34.2443,31.8762,46.7847,269.654,268.268,4.157,-30.600,192.076,24.910,100685.66,-150.805
23618.187,0.089844,-0.031738,0.846191,1.893130,2.885496,172.854965,0.104077,-0.049580,0.880951,0.281537,3.525435,172.371872,40.574,-4.561,-1.502,-2.6606,26.6055,26.7890,37.8495,-5.0096,33.3698,31.1944,45.9536,261.462,260.856,-5.298,-28.543,215.800,24.910,100685.75,-150.810
23618.297,0.513184,0.110840,0.650391,2.610687,2.656489,207.114502,0.531125,0.085275,0.686578,0.999562,3.297005,206.631165,40.583,-4.220,-1.867,-14.5872,21.1009,25.5963,36.2382,-19.2153,26.9367,29.3599,44.2359,234.498,235.304,-15.110,-25.363,240.826,24.910,100685.42,-150.784
23618.407,0.229736,0.166260,0.672363,4.091603,2.900763,170.290070,0.249257,0.148277,0.710189,2.480010,3.540702,169.806976,40.574,-3.632,-1.827,-24.5872,8.5321,22.8440,34.6291,-31.2291,12.3551,25.6605,42.2654,201.585,203.560,-19.731,-18.773,255.347,24.910,100684.66,-150.721
23618.517,-0.271240,0.100830,1.087891,2.259542,-0.244275,133.312973,-0.252862,0.088050,1.123126,0.648417,0.396242,132.829636,40.583,-3.400,-1.495,-26.5138,1.6514,21.1009,33.9257,-33.6084,4.3933,23.4572,41.2197,187.448,189.587,-21.814,-9.645,263.773,24.910,100684.66,-150.721
23618.627,-0.568359,-0.031494,1.449707,2.610687,2.152672,137.511444,-0.553091,-0.043716,1.481304,0.999094,2.792611,137.028351,40.574,-3.258,-0.755,-25.6881,-9.8165,16.9725,32.3157,-32.8269,-8.8573,18.4276,38.6734,164.900,166.737,-23.458,1.396,272.191,24.910,100684.66,-150.721
23618.737,-0.656006,-0.015381,1.269043,2.167939,-1.083969,32.000000,-0.640615,-0.021206,1.303078,0.557437,-0.442682,31.516340,40.595,-3.152,-0.264,-23.4862,-16.1468,14.4037,31.9341,-30.3350,-16.1623,15.3535,37.6452,151.952,153.301,-24.973,8.293,271.188,24.910,100684.16,-150.678
23618.847,-0.052246,0.186035,0.849365,1.450382,-1.511450,-90.641220,-0.031873,0.172230,0.886871,-0.160276,-0.870355,-91.124802,40.592,-2.886,-0.312,-23.4862,-16.0550,14.3119,31.8465,-30.3373,-16.0569,15.2429,37.5569,152.109,153.349,-26.419,6.358,258.709,24.910,100684.42,-150.699
23618.957,-0.043457,0.125000,1.064453,8.717557,8.000000,-4.076336,-0.024419,0.106275,1.099098,7.107522,8.641867,-4.560238,40.604,-1.952,0.651,-25.1376,-11.1927,15.2294,31.4501,-32.2362,-10.4510,16.3277,37.6163,162.037,162.850,-25.697,8.995,253.885,24.910,100684.59,-150.715
23619.067,0.201416,-0.045166,1.005859,4.549618,0.625954,-80.656487,0.215567,-0.069628,1.038313,2.939272,1.267435,-81.140228,40.598,-1.673,0.541,-26.1468,-6.9725,17.1560,32.0406,-33.3473,-5.5770,18.6501,38.6131,170.506,171.376,-26.610,5.208,242.208,24.910,100684.42,-150.699
23619.177,0.083740,0.098389,0.850586,1.526718,-3.984733,-181.648849,0.101654,0.080670,0.886591,-0.082224,-3.341515,-182.133316,40.624,-1.544,0.039,-26.5138,-4.4954,18.2569,32.5039,-33.7333,-2.7150,19.9840,39.3022,175.399,176.309,-25.332,-3.533,221.449,24.910,100684.85,-150.736
23619.287,0.293457,-0.023926,0.992676,3.129771,-3.435115,-229.114502,0.308192,-0.050706,1.025041,1.519737,-2.793248,-229.598404,40.604,-1.406,-0.597,-22.5688,12.1101,22.1101,33.8358,-28.8371,16.4932,24.8519,41.4876,209.767,210.445,-19.088,-14.768,198.018,24.910,100684.69,-150.721
23619.397,-0.132080,0.111084,1.113281,3.190840,-1.923664,-153.053436,-0.113355,0.093812,1.147701,1.580961,-1.281605,-153.537415,40.606,-1.114,-0.611,-17.7982,18.3486,23.3945,34.6518,-23.1051,23.7292,26.5834,42.4687,225.763,226.034,-10.912,-17.837,183.480,24.910,100684.35,-150.694
23619.507,0.129150,0.023438,0.559814,3.755725,-4.091603,-234.458008,0.144429,0.010691,0.597891,2.146627,-3.448579,-234.942398,40.621,-0.840,-1.242,-6.5138,25.6881,25.5046,36.7803,-9.6211,32.2805,29.5180,44.7874,253.403,252.604,1.970,-21.624,159.903,24.910,100684.19,-150.684
23619.617,0.116699,-0.149414,1.156250,3.587786,-5.068702,-277.587799,0.128171,-0.174761,1.186532,1.979469,-4.424712,-278.072601,40.636,-0.777,-1.816,11.7431,26.6972,26.9725,39.7260,12.0674,33.5664,31.8554,47.8235,289.774,288.031,16.684,-18.519,129.643,24.910,100683.75,-150.647
23619.727,1.089111,-0.239990,0.601562,5.206107,-1.587786,-239.969467,1.097113,-0.280955,0.632153,3.596072,-0.945920,-240.453369,40.604,-0.853,-3.037,21.4679,22.6606,27.1560,41.3741,23.5733,28.9693,32.3530,49.4129,309.137,306.574,26.741,-15.694,103.304,24.910,100683.75,-150.647
23619.837,0.512939,0.064453,0.395752,3.145038,-0.687023,-110.641220,0.529114,0.044383,0.434127,1.536877,-0.042839,-111.126091,40.639,-0.554,-3.990,32.9358,10.0000,28.6239,44.7671,37.1305,14.4370,34.4141,52.6444,338.753,336.918,31.064,-16.688,90.175,24.910,100683.33,-150.610
23619.947,-0.100342,0.033691,1.012451,2.763359,-0.183206,-6.229008,-0.083979,0.017672,1.047015,1.153793,0.459239,-6.713151,40.612,-0.399,-3.769,34.8624,5.3211,30.0000,46.3001,39.4266,9.0562,36.1144,54.2284,347.064,345.870,29.992,-16.929,88.190,24.900,100683.16,-150.594
23620.057,-0.016846,0.017578,0.974121,2.534351,0.045802,0.381679,-0.001000,0.000013,1.008535,0.925721,0.689406,-0.102948,40.630,-0.291,-3.619,34.9541,5.1376,30.0000,46.3485,39.5342,8.8450,36.1162,54.2731,347.389,346.351,28.733,-17.864,86.924,24.900,100683.06,-150.583
23620.167,-0.183838,0.023926,1.057861,-1.312977,40.885498,-12.900764,-0.167677,0.009289,1.092252,-2.921919,41.528717,-13.385230,40.624,-0.591,1.106,34.7706,5.2294,30.0000,46.2206,39.3173,8.9498,36.1111,54.1291,347.176,346.884,26.967,-13.042,86.599,24.900,100683.14,-150.594
23620.277,-0.291992,-0.068604,1.133057,1.893130,-2.931298,-148.320618,-0.278316,-0.081831,1.166278,0.285593,-2.286340,-148.805817,40.651,-0.628,1.105,36.3303,-2.2936,27.8899,45.8584,41.0547,0.2667,33.5665,53.0308,359.628,359.128,27.932,-5.783,69.612,24.900,100683.20,-150.599
23620.387,-0.242920,0.114014,1.168213,-1.358779,-8.442748,-233.419846,-0.224023,0.098698,1.202612,-2.967721,-7.799530,-233.904312,40.624,-0.842,0.452,35.9633,-7.7982,26.3303,45.2488,40.5380,-6.0962,31.6398,51.7838,8.552,7.860,26.357,5.276,44.136,24.900,100683.70,-150.641
23620.497,0.052734,0.007324,1.120117,3.068702,-3.007634,-160.946564,0.068559,-0.015373,1.152593,1.460228,-2.363836,-161.431274,40.633,-0.683,0.120,31.2844,-21.7431,24.1284,45.0961,34.8387,-22.2301,28.7616,50.3502,32.541,32.092,21.284,11.260,27.332,24.890,100684.11,-150.673
23620.607,-0.070801,0.062500,1.281250,5.648855,-0.763359,-222.549622,-0.053139,0.039842,1.313172,4.039913,-0.120141,-223.034088,40.624,-0.199,0.151,23.3028,-31.0092,22.7523,44.9695,25.2795,-32.9805,26.8059,49.4502,52.530,52.374,13.228,18.109,5.899,24.890,100684.44,-150.699
23620.717,0.120117,0.022949,0.698975,2.030534,-3.587786,-194.259537,0.135632,0.007450,0.735648,0.421124,-2.945148,-194.743759,40.615,-0.138,-0.378,16.6972,-34.9541,21.7431,44.4224,17.3955,-37.5796,25.3634,48.5606,65.161,65.337,3.771,19.015,348.137,24.890,100684.34,-150.694
23620.827,0.080322,0.018555,0.925781,6.427481,1.221374,-123.053436,0.096117,-0.000720,0.960250,4.819632,1.865945,-123.538467,40.645,0.384,-0.284,4.0367,-37.6147,19.5413,42.5796,2.3070,-40.7401,22.2997,46.5011,86.759,86.923,-3.555,18.611,338.186,24.890,100684.34,-150.694
23620.937,0.000732,0.094727,0.649902,2.305344,-3.480916,-186.000000,0.018175,0.083699,0.688339,0.696402,-2.837698,-186.484467,40.624,0.590,-0.614,-6.0550,-35.7798,16.6055,39.9074,-9.7314,-38.7004,18.4488,43.9634,104.115,104.316,-12.764,16.289,320.245,24.890,100684.01,-150.668
23621.047,-0.595703,0.062744,1.232910,2.564885,-3.160305,-185.740463,-0.578167,0.056017,1.267795,0.957661,-2.514961,-186.225815,40.656,0.732,-0.383,-12.2018,-32.3853,15.0459,37.7369,-17.0427,-34.8292,16.3915,42.0976,116.074,116.080,-21.691,14.318,300.803,24.890,100684.01,-150.668
23621.157,0.373047,0.087646,0.962646,11.572519,6.427481,-184.519089,0.390883,0.059297,0.996032,9.964514,7.071857,-185.004044,40.642,1.859,-0.041,-22.1101,-21.4679,12.3853,33.2133,-28.7987,-22.3049,12.9256,38.6516,142.242,141.747,-26.185,7.359,279.939,24.890,100684.17,-150.678
23621.267,-0.669189,0.015381,1.999939,-11.175572,-0.412214,-39.312977,-0.651617,-0.005860,2.026766,-12.783422,0.232357,-39.798008,40.645,0.440,0.342,-24.6789,-13.1193,11.0092,30.0394,-31.8330,-12.6930,11.2244,36.0616,158.261,158.086,-29.106,9.773,271.681,24.890,100684.17,-150.678
23621.377,0.144531,0.119873,0.872559,3.603053,1.725191,39.938931,0.163096,0.099963,0.908260,1.995360,2.369955,39.453819,40.648,0.772,0.388,-27.4312,-11.1927,11.8349,31.9031,-35.0578,-10.4825,12.1497,38.5558,163.353,163.072,-27.872,13.149,271.184,24.890,100684.44,-150.699
23621.487,0.057373,0.019775,0.928955,2.381679,-0.015267,0.320611,0.073206,0.001083,0.963510,0.775080,0.630851,-0.165069,40.668,0.842,0.361,-27.7064,-14.6789,12.7523,33.8487,-35.3778,-14.5030,13.2339,40.4606,157.709,157.395,-28.695,14.544,267.332,24.890,100684.27,-150.689
23621.597,0.033447,0.019287,0.937744,2.396947,-0.061069,0.351145,0.049280,0.001083,0.972315,0.789566,0.584082,-0.134130,40.654,0.911,0.359,-27.7982,-14.9541,12.6606,34.0096,-35.4910,-14.8216,13.1187,40.6374,157.334,157.003,-29.475,15.779,263.587,24.890,100683.84,-150.652
23621.707,0.064697,0.012207,0.918213,2.488550,0.152672,0.381679,0.080298,-0.006463,0.952771,0.880857,0.797435,-0.103433,40.648,0.980,0.341,-27.7982,-14.7706,12.7523,33.9637,-35.4871,-14.6094,13.2307,40.5933,157.624,157.270,-30.176,16.550,259.954,24.890,100683.34,-150.610
23621.817,0.103271,0.023682,0.913574,1.343511,-3.083969,-73.419846,0.119191,0.004022,0.948111,-0.264494,-2.439592,-73.904800,40.642,0.937,-0.072,-28.0734,-14.2202,12.6606,33.9208,-35.8127,-13.9763,13.1140,40.6185,158.681,158.395,-32.358,12.291,249.487,24.890,100683.34,-150.610
23621.927,0.296875,0.216553,0.868164,3.633588,-22.412214,-142.610687,0.318173,0.192451,0.904135,2.025895,-21.767450,-143.095795,40.648,1.377,-2.797,-28.9908,-5.4128,12.5688,32.0584,-36.8479,-3.8182,13.0200,39.2666,174.084,173.704,-31.283,0.927,233.848,24.890,100683.34,-150.610
23622.037,0.139648,0.020508,0.963135,-38.793892,-49.114502,-35.435116,0.155571,-0.001256,0.996957,-40.401741,-48.469933,-35.920147,40.645,-3.007,-8.143,-28.2569,-0.9174,13.2110,31.2062,-35.9305,1.3777,13.8424,38.5293,182.196,183.207,-33.308,-6.103,229.677,24.890,100683.27,-150.604
23622.147,0.213867,-0.112793,0.934814,-61.435116,-100.977097,-30.320610,0.225983,-0.136096,0.967289,-63.042652,-100.332138,-30.805803,40.651,-9.903,-19.057,-24.8624,4.4954,19.5413,31.9407,-31.6810,7.6779,21.6345,39.1240,193.623,197.192,-38.605,-17.538,231.176,24.900,100683.47,-150.620
23622.267,0.392578,-0.184082,0.715088,-51.221375,-68.152672,2.610687,0.402302,-0.207728,0.748309,-52.828598,-67.507324,2.125332,40.656,-16.228,-27.162,-21.0092,3.6697,32.4771,38.8537,-26.7256,6.8149,37.4029,46.4724,194.305,203.385,-44.766,-24.535,235.414,24.900,100683.06,-150.583
23622.377,0.557617,-0.194580,0.810791,1.847328,-46.183205,5.603054,0.567231,-0.224979,0.842146,0.239479,-45.538635,5.118021,40.645,-16.177,-32.190,-19.2661,-1.2844,37.0642,41.7922,-24.5510,1.1317,42.9823,49.5127,182.639,197.046,-44.056,-28.571,237.374,24.910,100682.92,-150.573
23622.487,0.621582,-0.177490,0.764160,13.541985,-50.870228,-31.389313,0.631600,-0.208690,0.795864,11.934761,-50.224884,-31.874668,40.656,-14.861,-37.710,-17.7064,-10.6422,39.6330,44.6940,-22.6826,-9.6451,46.0910,52.2676,156.964,183.062,-41.349,-35.446,235.664,24.910,100683.19,-150.599
23622.607,0.728271,-0.199707,0.587158,2.580153,-53.679390,-36.503819,0.737353,-0.230113,0.619980,0.973085,-53.033852,-36.989254,40.659,-14.856,-44.156,-17.4312,-17.3395,38.1651,45.3991,-22.4429,-17.3799,44.2887,52.6045,142.245,173.664,-41.225,-43.797,233.159,24.920,100683.48,-150.620
23622.727,0.866455,-0.116455,0.645996,22.274809,-60.687023,-47.862595,0.878004,-0.152023,0.678368,20.668835,-60.040131,-48.348598,40.680,-12.381,-51.365,-18.3486,-22.4771,34.7706,45.2867,-23.6655,-23.3321,40.1265,52.1016,135.406,163.947,-37.106,-53.405,227.850,24.930,100683.14,-150.594
23622.847,0.824463,0.005371,0.331299,-34.564884,-109.709923,-23.832062,0.838881,-0.022161,0.368308,-36.171013,-109.063225,-24.317984,40.677,-16.457,-64.490,-17.5229,-29.0826,30.7339,45.7976,-22.8510,-30.9708,35.2326,52.1794,126.421,157.771,-51.822,-66.658,235.325,24.930,100683.43,-150.615
23622.967,0.783936,-0.066650,0.116699,16.045801,-137.022903,-106.259544,0.795932,-0.088419,0.155422,14.439672,-136.376205,-106.745468,40.677,-15.022,-80.784,-17.8899,-32.1101,27.6147,45.9747,-23.3997,-34.4829,31.4310,52.1970,124.160,149.397,-106.365,-86.875,287.524,24.940,100683.39,-150.615
23623.087,0.592285,0.411133,0.581299,-17.267176,-123.465652,-13.145039,0.618585,0.384923,0.620744,-18.872835,-122.818375,-13.631205,40.686,-16.305,-94.418,-23.7615,-33.3027,18.5321,44.9124,-30.6424,-35.9422,20.2541,51.3909,130.449,133.230,151.239,-79.684,24.001,24.950,100682.39,-150.530
23623.207,1.153809,0.241699,-0.272949,59.190838,15.297709,6.564886,1.173839,0.217972,-0.228933,57.584396,15.944021,6.079125,40.671,-6.480,-92.153,-25.4128,-33.6697,14.1284,44.4868,-32.7360,-36.3984,14.8724,51.1633,131.968,117.092,128.512,-81.144,50.316,24.960,100682.11,-150.504
23623.317,0.984375,0.082031,-0.155518,16.656488,184.717560,23.801527,1.000095,0.060515,-0.113473,15.050515,185.364456,23.315523,40.680,-1.689,-71.979,-23.9450,-34.0367,17.0642,44.9783,-30.9092,-36.7979,18.4683,51.4833,130.029,127.839,21.839,-72.706,156.762,24.960,100681.77,-150.477
23623.427,1.091553,0.070557,0.270020,-17.312977,194.366409,-23.648855,1.107723,0.036798,0.307044,-18.918636,195.013687,-24.135021,40.686,-3.558,-51.007,-24.9541,-32.2936,18.2569,44.7090,-32.0580,-34.7864,19.8898,51.3168,132.663,138.068,13.652,-50.477,160.652,24.970,100681.63,-150.467
23623.547,0.755371,0.262939,0.553711,14.916031,135.740463,33.664124,0.777453,0.232649,0.591240,13.310840,136.388321,33.177715,40.695,-1.491,-34.961,-25.8716,-22.9358,27.4312,44.1345,-32.8078,-23.9458,31.0127,51.1032,143.875,152.801,9.493,-35.262,167.586,24.980,100681.35,-150.441
23623.657,0.589600,0.104004,0.684082,-14.900764,181.740463,51.068703,0.607416,0.075541,0.719496,-16.505955,182.388321,50.582294,40.695,-3.121,-15.403,-26.1468,-15.9633,31.3761,43.8514,-32.9704,-15.8807,35.8141,51.2045,154.282,161.479,3.107,-16.734,175.191,24.980,100681.18,-150.430
23623.767,0.192139,0.023926,1.026611,23.358778,71.267174,-4.229008,0.208276,-0.000698,1.059564,21.752178,71.913292,-4.714687,40.668,-0.714,-7.565,-25.5046,-11.3761,33.9450,43.9563,-32.1025,-10.5697,38.9659,51.5813,161.776,164.744,4.481,-8.313,174.553,24.990,100681.20,-150.430
23623.877,0.189453,-0.071777,0.766113,-11.083969,61.190838,-16.290077,0.202421,-0.090727,0.800847,-12.689786,61.837925,-16.776161,40.683,-2.197,-1.030,-25.0459,-0.8257,35.8716,43.7578,-31.4345,1.6190,41.3653,51.9792,182.948,185.687,2.223,-2.057,173.426,24.990,100681.41,-150.446
23623.987,0.041748,0.058594,1.021729,-3.541985,11.053435,19.694656,0.058842,0.038353,1.055773,-5.147332,11.701104,19.208328,40.692,-2.666,0.189,-24.6789,4.1284,36.5138,44.2645,-30.9491,7.3420,42.1789,52.8282,193.345,196.789,2.474,-1.009,176.257,25.000,100681.33,-150.441
23624.097,0.102783,0.011963,1.008545,2.549618,-76.320610,-7.343512,0.118543,-0.009740,1.041987,0.944114,-75.673134,-7.829759,40.689,-2.522,-8.102,-24.1284,3.9450,37.4312,44.7084,-30.2700,7.1383,43.3050,53.3156,193.269,194.084,3.028,-9.904,175.494,25.000,100681.33,-150.441
23624.207,0.400635,0.020508,1.011719,59.038166,-178.396942,1.618321,0.416667,-0.009708,1.043815,57.432507,-177.749664,1.132155,40.686,3.709,-27.537,-24.0367,-10.1835,37.1560,45.4096,-30.2576,-9.1677,42.9028,53.2937,163.144,165.573,9.133,-30.511,172.811,25.010,100681.69,-150.472
23624.317,0.471436,-0.017090,0.859375,-37.251907,-55.145039,-1.206107,0.486139,-0.046033,0.892353,-38.857254,-54.497372,-1.692435,40.692,-0.613,-33.433,-23.7615,-16.7890,34.3119,44.9865,-30.0592,-16.8037,39.4355,52.3553,150.794,160.751,3.423,-36.509,170.861,25.010,100681.45,-150.451
