index,ax_g,ax_g_lowpass,ax_g_ai,ax_g_ai_kalman,ay_g,ay_g_lowpass,ay_g_ai,ay_g_ai_kalman,az_g,az_g_lowpass,az_g_ai,az_g_ai_kalman,gx_dps,gx_dps_lowpass,gx_dps_ai,gx_dps_ai_kalman,gy_dps,gy_dps_lowpass,gy_dps_ai,gy_dps_ai_kalman,gz_dps,gz_dps_lowpass,gz_dps_ai,gz_dps_ai_kalman
20,0.044156,0.037716999999999994,0.03673721845290756,0.036500074459779284,-0.010274,-0.01360847619047619,-0.01279243415955096,-0.012952369729027434,1.006543,1.0050427142857141,1.0058890926474418,1.006214252442243,0.576918,0.6180547619047618,0.6195364300892281,0.6163020071495159,0.68258,0.702027095238095,0.727118542547226,0.7312794891077653,-0.255572,-0.2463638571428571,-0.2556835373759715,-0.2586155854181347
21,0.038536,0.03807947619047618,0.03669646736248604,0.03652603788051836,-0.009728,-0.01353452380952381,-0.01277288170643349,-0.01292864115745482,1.000048,1.0049152857142856,1.0058457555444003,1.0061655366288513,0.638329,0.622425,0.6204190331027526,0.6168462838292957,0.713554,0.7071266190476191,0.7276109708818844,0.7307945057867045,-0.255768,-0.24346047619047617,-0.25411751495004586,-0.25802093411216886
22,0.039802,0.03839647619047618,0.036759750997598505,0.03655691049341584,-0.017525,-0.013019000000000001,-0.012614100813766913,-0.012887091575674229,1.008424,1.0048844285714285,1.0058429471144912,1.0061229237822724,0.68396,0.6237893333333334,0.6201092131529746,0.617277304369265,0.835472,0.7222786190476191,0.7303941753394871,0.7307416236588957,-0.240403,-0.24050114285714283,-0.2523811033950413,-0.2572759339482392
23,0.038477,0.03861342857142857,0.0367819026309605,0.036586613262751116,-0.011968,-0.012743285714285714,-0.012523290380766026,-0.012839063661924976,1.00196,1.0047710952380953,1.0057768171454993,1.0060772318496134,0.562165,0.6166008095238096,0.6176875993049432,0.6173314702435345,0.759576,0.7238373809523809,0.7313829044322885,0.7308262835723447,-0.17953,-0.2412748095238095,-0.25274565245863634,-0.25667786013295835
24,0.044674,0.0389887619047619,0.03683229270640984,0.0366190324329734,-0.017198,-0.012622380952380951,-0.01251124871082572,-0.012795806120541662,0.998256,1.0046095238095238,1.0057350833125036,1.0060320828884277,0.607624,0.6129576190476191,0.6170450354775842,0.6172936731153066,0.560663,0.7209188571428572,0.7316952950214197,0.730940955885474,-0.286205,-0.24417819047619047,-0.25424410977666306,-0.25635670926292914
25,0.039655,0.03900442857142857,0.03682632768730465,0.03664637720368035,-0.014099,-0.012515714285714285,-0.012475123210763496,-0.012753504136032613,1.008459,1.0050362857142856,1.0058225737983033,1.0060044460857958,0.516534,0.612157238095238,0.61646057555919,0.6171837773932747,0.698727,0.7121004285714285,0.7293507814533173,0.7307311924957058,-0.271231,-0.2535872857142857,-0.2587826067697224,-0.25667671471262365
26,0.043457,0.039022380952380954,0.03689798811869651,0.03667955921631717,-0.008359,-0.012701714285714283,-0.012529345826161341,-0.012723942525518539,0.998107,1.0049998571428571,1.0057837163411802,1.0059753366285424,0.591843,0.6158249047619048,0.6173008007948705,0.6171992102372366,0.78901,0.7143233333333332,0.7295176779472529,0.7305711562942591,-0.255377,-0.2543329523809524,-0.2591137785608573,-0.2569981104811802
27,0.038291,0.038408333333333336,0.03666107771931437,0.03667712238085141,-0.010039,-0.01263238095238095,-0.01254353099484007,-0.012700154776272716,1.00343,1.0052909047619047,1.0058438783501629,1.0059580034982785,0.640385,0.6195007142857144,0.6170978075274395,0.6171858400151425,0.777264,0.7201917619047618,0.7310151105101048,0.7306296928607604,-0.211144,-0.25653733333333334,-0.26023727409806396,-0.25742520298239036
28,0.036117,0.03816619047619047,0.03662704395959268,0.03667052037009327,-0.018456,-0.012525380952380953,-0.012543908522272051,-0.012679556294453515,1.01109,1.0049708095238095,1.0058074470633498,1.0059381551249047,0.729419,0.6158819523809524,0.61680811666675,0.6171360434451427,0.651826,0.717304619047619,0.7308134733723776,0.7306539212785966,-0.209673,-0.2572736666666667,-0.2602182574451837,-0.2577934209722543
29,0.046307,0.03813533333333333,0.036762970334211956,0.036682707024808504,-0.011733,-0.012354285714285712,-0.012501406204401964,-0.012656072741424119,1.003378,1.0046389047619046,1.0057217529263436,1.0059096292201235,0.577603,0.6129331428571428,0.61550022349982,0.6169204114214856,0.591857,0.7172522857142857,0.7312330364302445,0.7307302596142659,-0.317033,-0.2557963333333333,-0.2597395696323659,-0.258049960192917
