cycle,position,ax_raw_g,ay_raw_g,az_raw_g
1,-X,-1.008301,-0.031494,-0.053223
1,-X,-1.015869,-0.034424,-0.04541
1,-X,-1.01123,-0.033203,-0.044434
1,-X,-1.011475,-0.0354,-0.05127
1,-X,-1.013672,-0.029053,-0.050781
1,-X,-1.009521,-0.032959,-0.05127
1,-X,-1.013184,-0.030762,-0.049316
1,-X,-1.009766,-0.03418,-0.045654
1,-X,-1.007568,-0.030762,-0.052002
1,-X,-1.010986,-0.031494,-0.053467
1,-X,-1.00708,-0.033691,-0.051758
1,-X,-1.012207,-0.029297,-0.046875
1,-X,-1.012451,-0.029785,-0.052734
1,-X,-1.019287,-0.033936,-0.046631
1,-X,-1.010742,-0.033936,-0.055664
1,-X,-1.012695,-0.032715,-0.049561
1,-X,-1.009033,-0.030029,-0.046143
1,-X,-1.010498,-0.032715,-0.053223
1,-X,-1.011719,-0.031738,-0.049072
1,-X,-1.004395,-0.0354,-0.059082
1,-X,-1.01123,-0.03125,-0.049072
1,-X,-1.011963,-0.036865,-0.044678
1,-X,-1.005859,-0.032959,-0.052734
1,-X,-1.006592,-0.031982,-0.046631
1,-X,-1.009766,-0.034424,-0.052002
1,-X,-1.003662,-0.032715,-0.048584
1,-X,-1.009033,-0.026367,-0.046875
1,-X,-1.008545,-0.031982,-0.049316
1,-X,-1.01123,-0.03125,-0.046875
1,-X,-1.011475,-0.031006,-0.048828
1,-X,-1.007568,-0.031494,-0.052979
1,-X,-1.011475,-0.029541,-0.051514
1,-X,-1.009766,-0.029785,-0.048828
1,-X,-1.012451,-0.030029,-0.052002
1,-X,-1.011719,-0.03418,-0.053955
1,-X,-1.009277,-0.028809,-0.047363
1,-X,-1.01123,-0.029541,-0.043701
1,-X,-1.008545,-0.033691,-0.047607
1,-X,-1.012451,-0.029785,-0.044189
1,-X,-1.010498,-0.031738,-0.05127
1,-X,-1.01123,-0.028809,-0.046631
1,-X,-1.009521,-0.036133,-0.049072
1,-X,-1.014404,-0.031982,-0.043945
1,-X,-1.009766,-0.026367,-0.050781
1,-X,-1.008789,-0.032715,-0.04834
1,-X,-1.009277,-0.02832,-0.054932
1,-X,-1.008301,-0.0354,-0.05542
1,-X,-1.005127,-0.031006,-0.05249
1,-X,-1.009277,-0.033936,-0.050293
1,-X,-1.008545,-0.031494,-0.051514
1,-X,-1.001221,-0.032959,-0.051514
1,-X,-1.009766,-0.033447,-0.053955
1,-X,-1.012939,-0.034668,-0.047363
1,-X,-1.01123,-0.030518,-0.051758
1,-X,-1.009766,-0.030762,-0.049561
1,-X,-1.009033,-0.031494,-0.048828
1,-X,-1.006592,-0.033203,-0.05542
1,-X,-1.013916,-0.031982,-0.05127
1,-X,-1.012695,-0.030762,-0.044189
1,-X,-1.010254,-0.030518,-0.044434
1,-X,-1.008545,-0.031006,-0.045898
1,-X,-1.015137,-0.03418,-0.044434
1,-X,-1.013916,-0.031006,-0.050781
1,-X,-1.011963,-0.029053,-0.051758
1,-X,-1.009033,-0.028564,-0.05249
1,-X,-1.013916,-0.030518,-0.047119
1,-X,-1.012695,-0.036865,-0.048096
1,-X,-1.016357,-0.035156,-0.050049
1,-X,-1.013672,-0.03418,-0.04248
1,-X,-1.013428,-0.030273,-0.053711
1,-X,-1.018066,-0.03418,-0.046143
1,-X,-1.013672,-0.032227,-0.043945
1,-X,-1.012939,-0.033203,-0.047852
1,-X,-1.01416,-0.032227,-0.045166
1,-X,-1.014404,-0.034912,-0.049072
1,-X,-1.009277,-0.035156,-0.054199
1,-X,-1.010498,-0.028076,-0.050537
1,-X,-1.004395,-0.029785,-0.046387
1,-X,-1.00708,-0.029541,-0.046631
1,-X,-1.009033,-0.032471,-0.050537
1,-X,-1.006104,-0.032959,-0.04834
1,-X,-1.016602,-0.034912,-0.048584
1,-X,-1.018311,-0.034668,-0.044189
1,-X,-1.009033,-0.029785,-0.050049
1,-X,-1.012695,-0.033447,-0.051514
1,-X,-1.009277,-0.032715,-0.053711
1,-X,-1.009521,-0.03418,-0.046387
1,-X,-1.014648,-0.031982,-0.051758
1,-X,-1.012939,-0.031494,-0.051514
1,-X,-1.009277,-0.030518,-0.048584
1,-X,-1.007812,-0.034912,-0.049072
1,-X,-1.010498,-0.033691,-0.050293
1,-X,-1.010498,-0.031738,-0.054443
1,-X,-1.008057,-0.032959,-0.053467
1,-X,-1.003906,-0.03125,-0.042969
1,-X,-1.010254,-0.03418,-0.046875
1,-X,-1.008789,-0.032959,-0.050781
1,-X,-1.009033,-0.031494,-0.053467
1,-X,-1.012695,-0.034912,-0.046387
1,-X,-1.007324,-0.033447,-0.052002
1,-X,-1.010742,-0.032715,-0.052002
1,-X,-1.013428,-0.028809,-0.05127
1,-X,-1.008057,-0.030518,-0.050781
1,-X,-1.004883,-0.031494,-0.054199
1,-X,-1.010254,-0.033203,-0.054199
1,-X,-1.01001,-0.031006,-0.051514
1,-X,-1.009766,-0.030273,-0.060059
1,-X,-1.008789,-0.033447,-0.048584
1,-X,-1.008545,-0.030273,-0.050293
1,-X,-1.010986,-0.031006,-0.049561
1,-X,-1.008545,-0.027588,-0.051025
1,-X,-1.017578,-0.032959,-0.042969
1,-X,-1.008545,-0.03125,-0.053467
1,-X,-1.015381,-0.029541,-0.047119
1,-X,-1.01123,-0.030029,-0.046631
1,-X,-1.013672,-0.031982,-0.039551
1,-X,-1.016357,-0.03418,-0.047607
1,-X,-1.009766,-0.031494,-0.049316
1,-X,-1.011719,-0.032471,-0.05127
1,-X,-1.01001,-0.031006,-0.048096
1,-X,-1.013184,-0.033691,-0.048828
1,-X,-1.021484,-0.032959,-0.05249
1,-X,-1.011963,-0.031006,-0.046631
1,-X,-1.01001,-0.027588,-0.048828
1,-X,-1.013916,-0.033203,-0.045166
1,-X,-1.011475,-0.0354,-0.050049
1,-X,-1.012207,-0.031006,-0.052002
1,-X,-1.012939,-0.036133,-0.050293
1,-X,-1.008789,-0.029297,-0.05127
1,-X,-1.009521,-0.034912,-0.047607
1,-X,-1.009521,-0.028564,-0.051514
1,-X,-1.01123,-0.032471,-0.049805
1,-X,-1.008545,-0.034912,-0.056152
1,-X,-1.004639,-0.033203,-0.055176
1,-X,-1.003662,-0.035645,-0.05127
1,-X,-1.010254,-0.030518,-0.051758
1,-X,-1.012695,-0.037842,-0.044434
1,-X,-1.013672,-0.031006,-0.047119
1,-X,-1.01123,-0.031494,-0.048828
1,-X,-1.011963,-0.032227,-0.056152
1,-X,-1.015137,-0.036133,-0.048828
1,-X,-1.018311,-0.030762,-0.048584
1,-X,-1.01416,-0.034668,-0.05542
1,-X,-1.01123,-0.028564,-0.052246
1,+Y,-0.063477,0.994873,-0.034668
1,+Y,-0.061279,0.996094,-0.041504
1,+Y,-0.046631,0.993896,-0.05249
1,+Y,-0.041016,0.990479,-0.046631
1,+Y,-0.032471,0.998291,-0.062988
1,+Y,-0.036133,0.994385,-0.052979
1,+Y,-0.033691,0.994385,-0.059814
1,+Y,-0.046875,0.989502,-0.044434
1,+Y,-0.036133,0.991699,-0.055908
1,+Y,-0.040283,0.995605,-0.05249
1,+Y,-0.043457,0.998291,-0.057129
1,+Y,-0.053223,0.992676,-0.050049
1,+Y,-0.056152,0.989258,-0.043213
1,+Y,-0.037842,0.994873,-0.058105
1,+Y,-0.055664,0.994629,-0.045654
1,+Y,-0.061035,0.991699,-0.037354
1,+Y,-0.063477,0.994873,-0.054688
1,+Y,-0.05249,0.991211,-0.046875
1,+Y,-0.037354,0.995605,-0.061035
1,+Y,-0.031982,0.998291,-0.05835
1,+Y,-0.053711,0.994385,-0.045898
1,+Y,-0.039307,0.996338,-0.049072
1,+Y,-0.025146,0.999756,-0.067627
1,+Y,-0.032227,0.994629,-0.061279
1,+Y,-0.036865,0.993408,-0.058838
1,+Y,-0.036621,0.994141,-0.053955
1,+Y,-0.025146,0.997314,-0.071777
1,+Y,-0.027832,0.996826,-0.058594
1,+Y,-0.04541,0.993164,-0.047119
1,+Y,-0.056641,0.994873,-0.052246
1,+Y,-0.050049,0.993896,-0.053955
1,+Y,-0.051025,0.991943,-0.050293
1,+Y,-0.058838,0.995605,-0.043701
1,+Y,-0.051758,0.995117,-0.043945
1,+Y,-0.035889,0.993164,-0.060791
1,+Y,-0.02002,0.996826,-0.071777
1,+Y,-0.040283,0.996338,-0.056885
1,+Y,-0.045654,0.996338,-0.046875
1,+Y,-0.031006,0.997559,-0.0625
1,+Y,-0.041504,0.993652,-0.05542
1,+Y,-0.051514,0.994141,-0.043213
1,+Y,-0.063965,0.994629,-0.042236
1,+Y,-0.046875,0.993896,-0.055908
1,+Y,-0.045898,0.99585,-0.053467
1,+Y,-0.057373,0.996338,-0.04126
1,+Y,-0.044434,0.992432,-0.052734
1,+Y,-0.026855,0.995605,-0.05957
1,+Y,-0.020996,0.999023,-0.066162
1,+Y,-0.043457,0.995117,-0.058105
1,+Y,-0.036133,0.991211,-0.054688
1,+Y,-0.023926,0.999023,-0.064209
1,+Y,-0.032959,0.99292,-0.054688
1,+Y,-0.051514,0.993408,-0.046143
1,+Y,-0.05542,0.996094,-0.046631
1,+Y,-0.046387,0.991699,-0.04834
1,+Y,-0.036621,0.994873,-0.05835
1,+Y,-0.051025,0.999023,-0.048096
1,+Y,-0.042236,0.997803,-0.045654
1,+Y,-0.029053,0.998291,-0.063721
1,+Y,-0.022949,1.001221,-0.063721
1,+Y,-0.026855,0.998779,-0.064453
1,+Y,-0.042236,0.993164,-0.050293
1,+Y,-0.032715,0.992188,-0.060791
1,+Y,-0.028564,0.994629,-0.065186
1,+Y,-0.03125,0.996582,-0.068848
1,+Y,-0.042236,0.993164,-0.049316
1,+Y,-0.060547,0.992188,-0.03418
1,+Y,-0.040771,0.99707,-0.057617
1,+Y,-0.031982,0.999268,-0.069092
1,+Y,-0.043701,0.992676,-0.048584
1,+Y,-0.050293,0.999023,-0.048828
1,+Y,-0.052002,0.995361,-0.050781
1,+Y,-0.039307,0.994141,-0.061768
1,+Y,-0.04126,0.996582,-0.055664
1,+Y,-0.04541,0.990723,-0.049805
1,+Y,-0.035645,0.99292,-0.061768
1,+Y,-0.042236,0.995361,-0.052246
1,+Y,-0.041748,0.994141,-0.052246
1,+Y,-0.045898,0.996094,-0.053223
1,+Y,-0.052979,0.994141,-0.046875
1,+Y,-0.044678,0.995117,-0.058594
1,+Y,-0.055176,0.991455,-0.045654
1,+Y,-0.057617,0.994873,-0.050781
1,+Y,-0.061768,0.998291,-0.043457
1,+Y,-0.058594,0.996582,-0.043945
1,+Y,-0.040771,0.997559,-0.060059
1,+Y,-0.054932,0.991455,-0.046631
1,+Y,-0.053223,0.991699,-0.053223
1,+Y,-0.046143,0.993164,-0.054199
1,+Y,-0.043701,0.996094,-0.050537
1,+Y,-0.059082,0.992188,-0.046387
1,+Y,-0.040039,0.993408,-0.05835
1,+Y,-0.047363,0.996094,-0.051514
1,+Y,-0.032227,0.99292,-0.05542
1,+Y,-0.039307,0.997559,-0.051514
1,+Y,-0.057373,0.995361,-0.047119
1,+Y,-0.061279,0.992676,-0.041016
1,+Y,-0.0625,0.996338,-0.048096
1,+Y,-0.051025,0.99292,-0.050781
1,+Y,-0.040771,0.996826,-0.056396
1,+Y,-0.051758,0.996582,-0.049316
1,+Y,-0.053223,0.99707,-0.052246
1,+Y,-0.046631,0.994385,-0.054932
1,+Y,-0.053223,0.99707,-0.044434
1,+Y,-0.035645,0.993408,-0.061523
1,+Y,-0.044434,0.996094,-0.051758
1,+Y,-0.042236,0.997559,-0.053955
1,+Y,-0.036621,1.0,-0.056885
1,+Y,-0.043457,0.993896,-0.052734
1,+Y,-0.04248,0.994873,-0.056152
1,+Y,-0.040283,0.994141,-0.056885
1,+Y,-0.041992,0.997314,-0.052246
1,+Y,-0.034424,0.998779,-0.058838
1,+Y,-0.026855,0.993896,-0.067383
1,+Y,-0.03833,0.991943,-0.057861
1,+Y,-0.032959,0.994629,-0.056641
1,+Y,-0.035156,0.993652,-0.059326
1,+Y,-0.048584,0.997559,-0.049561
1,+Y,-0.037354,0.993652,-0.061035
1,+Y,-0.043213,0.995361,-0.054443
1,+Y,-0.039795,1.000244,-0.052979
1,+Y,-0.041992,0.99707,-0.057861
1,+Y,-0.043945,0.996826,-0.057373
1,+Y,-0.041992,0.994629,-0.054932
1,+Y,-0.053955,0.98999,-0.045654
1,+Y,-0.037109,0.99585,-0.057861
1,+Y,-0.034424,0.999268,-0.055908
1,+Y,-0.056641,0.996582,-0.045898
1,+Y,-0.04834,0.99707,-0.053223
1,+Y,-0.046387,0.999756,-0.045898
1,+Y,-0.050537,0.991943,-0.044922
1,+Y,-0.044189,0.995361,-0.054688
1,+Y,-0.058105,0.994629,-0.046631
1,+Y,-0.05957,0.993652,-0.049316
1,+Y,-0.04541,0.99585,-0.047607
1,+Y,-0.055176,0.993896,-0.053955
1,+Y,-0.04248,0.996094,-0.057861
1,+Y,-0.061768,0.996826,-0.041504
1,+Y,-0.054688,0.994385,-0.054199
1,+Y,-0.048096,0.993652,-0.050537
1,+Y,-0.039062,0.993896,-0.054199
1,+Y,-0.041016,0.991699,-0.05542
1,+Y,-0.053955,0.991699,-0.039307
1,+Y,-0.046387,0.997314,-0.05249
1,+Y,-0.041992,0.996582,-0.056641
1,+Y,-0.043213,0.992188,-0.046143
1,+Y,-0.040527,0.993896,-0.05835
1,+Y,-0.055176,0.991211,-0.038086
1,+Y,-0.048828,0.99707,-0.052734
1,+Y,-0.041748,0.99585,-0.046631
1,+Y,-0.040771,0.99292,-0.053467
1,+Y,-0.053467,0.993164,-0.046387
1,+Y,-0.044189,0.99585,-0.05249
1,+Y,-0.036621,0.993652,-0.061279
1,+Y,-0.031494,0.994141,-0.060791
1,+Y,-0.047852,0.993164,-0.055664
1,+Y,-0.034912,0.995605,-0.05957
1,+Y,-0.036621,0.996338,-0.055176
1,+Y,-0.028564,0.997559,-0.062988
1,+Y,-0.03418,0.99585,-0.058594
1,+Y,-0.039795,0.994141,-0.055908
1,+Y,-0.039795,0.994629,-0.055664
1,+Y,-0.042969,0.991943,-0.052246
1,+Y,-0.041504,0.993652,-0.053711
1,+Y,-0.044678,0.993164,-0.054199
1,+Y,-0.060547,0.991455,-0.039795
1,+Y,-0.05542,0.994873,-0.046875
1,+Y,-0.03833,0.987793,-0.049316
1,+Y,-0.027588,0.99292,-0.06665
1,+Y,-0.049316,0.989502,-0.04541
1,+Y,-0.035645,0.991699,-0.053711
1,+Y,-0.043457,0.992188,-0.058594
1,+Y,-0.031982,0.992188,-0.059814
1,+Y,-0.026855,0.993896,-0.063721
1,+Y,-0.047363,0.991455,-0.050537
1,+Y,-0.033203,0.995361,-0.054443
1,+Y,-0.04126,0.997559,-0.050781
1,+Y,-0.025635,0.994873,-0.062988
1,+Y,-0.038574,0.99292,-0.047852
1,+Y,-0.050049,0.989258,-0.046875
1,+Y,-0.024414,0.995605,-0.061035
1,+Y,-0.036377,0.999756,-0.062744
1,+Y,-0.03418,0.995361,-0.052002
1,+Y,-0.049316,0.998779,-0.045654
1,+Y,-0.023926,0.995605,-0.064941
1,+Y,-0.030273,0.999023,-0.061523
1,+Y,-0.034668,0.995361,-0.056641
1,+Y,-0.042725,0.994629,-0.043457
1,+Y,-0.034668,0.993896,-0.062744
1,+Y,-0.041748,0.992432,-0.059326
1,+Y,-0.050537,0.99585,-0.050293
1,-Y,0.009033,-1.000977,-0.035889
1,-Y,0.018555,-0.999756,-0.035645
1,-Y,0.019531,-1.002686,-0.032471
1,-Y,0.023193,-1.003906,-0.041016
1,-Y,0.026855,-1.003174,-0.040771
1,-Y,0.02124,-0.999756,-0.048096
1,-Y,0.003906,-1.004883,-0.028564
1,-Y,0.01709,-0.998047,-0.038086
1,-Y,0.01123,-1.00415,-0.029297
1,-Y,0.001709,-1.007568,-0.025391
1,-Y,0.002686,-1.006348,-0.031982
1,-Y,0.007568,-1.005615,-0.026855
1,-Y,0.012939,-1.003662,-0.025879
1,-Y,0.000244,-1.006104,-0.026367
1,-Y,0.000732,-1.006104,-0.025146
1,-Y,0.014648,-1.004639,-0.040771
1,-Y,0.007324,-1.004883,-0.030273
1,-Y,0.005127,-0.998047,-0.032959
1,-Y,0.013184,-1.006592,-0.032959
1,-Y,0.0271,-1.006592,-0.043213
1,-Y,0.024414,-0.999268,-0.033447
1,-Y,0.01416,-1.002441,-0.036377
1,-Y,0.011719,-1.000732,-0.033691
1,-Y,0.026611,-1.005127,-0.043457
1,-Y,0.013672,-1.004395,-0.036865
1,-Y,0.008545,-1.002441,-0.02832
1,-Y,0.018066,-1.000977,-0.040283
1,-Y,0.003418,-0.999512,-0.024902
1,-Y,0.005615,-1.003662,-0.027588
1,-Y,0.00293,-1.005615,-0.033203
1,-Y,0.009521,-1.006836,-0.023926
1,-Y,0.01416,-1.004883,-0.037598
1,-Y,0.019775,-1.001465,-0.032959
1,-Y,0.009277,-1.002441,-0.022705
1,-Y,0.018066,-1.004639,-0.039551
1,-Y,0.012695,-1.003662,-0.031982
1,-Y,0.003418,-1.001465,-0.026367
1,-Y,0.016113,-1.001221,-0.03125
1,-Y,0.020752,-0.999756,-0.041748
1,-Y,0.026611,-1.004639,-0.038818
1,-Y,0.012207,-1.001465,-0.031738
1,-Y,0.016846,-1.000732,-0.036133
1,-Y,0.028564,-1.002441,-0.04126
1,-Y,0.022949,-0.998779,-0.050293
1,-Y,0.019531,-1.001221,-0.032471
1,-Y,0.009521,-1.003418,-0.025146
1,-Y,0.022949,-0.999756,-0.044678
1,-Y,0.010742,-1.001709,-0.034668
1,-Y,0.006104,-1.004395,-0.024414
1,-Y,0.006836,-1.004639,-0.036377
1,-Y,0.005371,-1.000488,-0.029785
1,-Y,0.007568,-1.006104,-0.029297
1,-Y,0.001221,-1.002197,-0.031006
1,-Y,0.017578,-1.001953,-0.037109
1,-Y,-0.000488,-1.00293,-0.020752
1,-Y,0.00708,-1.000488,-0.024902
1,-Y,0.030518,-1.000244,-0.044678
1,-Y,0.013428,-1.004395,-0.0354
1,-Y,0.018066,-1.00415,-0.039307
1,-Y,0.023438,-1.001221,-0.047363
1,-Y,0.030762,-1.000488,-0.043945
1,-Y,0.017334,-1.002197,-0.034912
1,-Y,0.019531,-1.004395,-0.046387
1,-Y,0.025879,-1.004639,-0.042969
1,-Y,0.009033,-1.000488,-0.035645
1,-Y,0.03125,-0.998779,-0.040527
1,-Y,0.004639,-1.006104,-0.031982
1,-Y,-0.002686,-1.003662,-0.026611
1,-Y,0.007324,-1.003662,-0.025879
1,-Y,0.019043,-1.00293,-0.044678
1,-Y,0.008301,-0.997803,-0.030273
1,-Y,0.032471,-1.000488,-0.049072
1,-Y,0.015381,-1.001709,-0.035156
1,-Y,0.025391,-1.001709,-0.042725
1,-Y,0.02002,-1.003662,-0.042969
1,-Y,0.012939,-1.003418,-0.033447
1,-Y,0.005859,-1.005859,-0.030273
1,-Y,0.007568,-1.000732,-0.028076
1,-Y,0.015625,-1.006592,-0.029541
1,-Y,0.00293,-1.008057,-0.02124
1,-Y,-0.003662,-1.00293,-0.022705
1,-Y,0.015137,-1.001709,-0.02832
1,-Y,0.016602,-0.997559,-0.037842
1,-Y,0.009521,-1.00415,-0.033936
1,-Y,0.008545,-1.002197,-0.025391
1,-Y,0.017822,-1.000244,-0.038818
1,-Y,0.034424,-1.000977,-0.048584
1,-Y,0.013672,-0.991943,-0.029785
1,-Y,0.018555,-1.002197,-0.035645
1,-Y,0.021973,-1.000977,-0.040283
1,-Y,0.029297,-0.999756,-0.047119
1,-Y,0.027832,-1.005371,-0.04248
1,-Y,0.012695,-0.996826,-0.028076
1,-Y,0.01001,-1.001465,-0.031006
1,-Y,-0.001465,-1.004639,-0.019531
1,-Y,0.020508,-1.00293,-0.040039
1,-Y,0.006348,-1.007812,-0.030273
1,-Y,0.007812,-0.998291,-0.031006
1,-Y,0.009521,-1.000732,-0.032959
1,-Y,0.022949,-1.005127,-0.040527
1,-Y,0.025635,-1.003174,-0.043701
1,-Y,0.021484,-1.00415,-0.038818
1,-Y,0.015869,-0.997803,-0.029297
1,-Y,0.000244,-1.003662,-0.027832
1,-Y,0.011719,-1.00415,-0.03418
1,-Y,0.006836,-1.004639,-0.026123
1,-Y,0.012695,-1.003418,-0.031738
1,-Y,0.013428,-1.001465,-0.028564
1,-Y,0.011719,-1.0,-0.026611
1,-Y,0.028076,-1.007568,-0.044434
1,-Y,0.025879,-1.003418,-0.033936
1,-Y,0.022705,-1.001465,-0.045654
1,-Y,0.019287,-1.001709,-0.039795
1,-Y,0.021484,-1.001953,-0.04126
1,-Y,0.023682,-1.002686,-0.040771
1,-Y,0.008301,-1.00708,-0.033936
1,-Y,0.003418,-1.001465,-0.024902
1,-Y,-0.000244,-1.002686,-0.029053
1,-Y,0.009277,-1.003174,-0.039062
1,-Y,0.014648,-1.003906,-0.033447
1,-Y,0.000244,-1.003174,-0.024414
1,-Y,0.016113,-1.00293,-0.030029
1,-Y,0.014648,-1.00293,-0.035645
1,-Y,0.010742,-1.003418,-0.029541
1,-Y,0.014404,-1.000244,-0.037354
1,-Y,0.027344,-1.005615,-0.036377
1,-Y,0.026855,-0.997803,-0.041016
1,-Y,0.025635,-1.004395,-0.041992
1,-Y,0.007324,-1.006348,-0.024414
1,-Y,0.007324,-1.00293,-0.026855
1,-Y,0.017334,-1.000732,-0.033447
1,-Y,0.00415,-1.003906,-0.028809
1,-Y,0.003662,-1.007568,-0.026123
1,-Y,0.008789,-1.00293,-0.028564
1,-Y,0.01709,-1.001221,-0.035645
1,-Y,0.021729,-1.002197,-0.04248
1,-Y,0.006348,-1.002197,-0.030029
1,-Y,0.026611,-1.005127,-0.046387
1,-Y,0.026367,-1.001221,-0.039307
1,-Y,0.021729,-1.000732,-0.044434
1,-Y,0.022217,-1.00293,-0.042236
1,-Y,0.005615,-1.001221,-0.029785
1,-Y,0.013184,-1.005615,-0.034912
1,-Y,0.019287,-1.001953,-0.040039
1,-Y,0.010498,-1.002441,-0.031738
1,-Y,0.012207,-1.003662,-0.029053
1,-Y,0.00415,-1.002686,-0.026123
1,-Y,0.008545,-1.00293,-0.028809
1,-Y,0.009766,-1.000488,-0.020752
1,-Y,-0.003174,-1.004639,-0.022949
1,-Y,0.007812,-0.999512,-0.025146
1,-Y,0.009277,-1.002686,-0.032715
1,-Y,0.011475,-1.004883,-0.032959
1,-Y,0.018555,-1.004395,-0.034668
1,-Y,0.012451,-1.004883,-0.037598
1,-Y,0.017578,-1.003418,-0.033203
1,-Y,0.029297,-1.003418,-0.04248
1,-Y,0.020752,-1.00293,-0.040283
1,-Y,0.02002,-1.00415,-0.040527
1,-Y,0.016357,-1.005615,-0.041748
1,-Y,0.03125,-1.001953,-0.050781
1,-Y,0.020996,-1.001465,-0.040283
1,-Y,0.004883,-1.00415,-0.031006
1,-Y,-0.003906,-1.003662,-0.023682
1,-Y,0.011963,-1.00293,-0.03833
1,-Y,0.010254,-0.999268,-0.029541
1,-Y,0.011475,-1.000488,-0.033691
1,-Y,0.018799,-0.998291,-0.039307
1,-Y,0.026367,-0.999023,-0.046387
1,-Y,0.024414,-1.00415,-0.043701
1,-Y,0.010254,-1.001709,-0.031494
1,-Y,0.022705,-1.002686,-0.043945
1,-Y,0.015625,-0.998779,-0.038574
1,-Y,0.005127,-1.006592,-0.035156
1,-Y,0.001709,-1.002441,-0.028564
1,-Y,0.008301,-1.004395,-0.020264
1,-Y,0.023926,-1.003418,-0.046875
1,-Y,0.009033,-0.994141,-0.029297
1,-Y,0.021973,-1.002441,-0.034912
1,-Y,0.025391,-1.001709,-0.049072
1,-Y,0.031738,-1.003418,-0.040283
1,-Y,0.025879,-1.005371,-0.037842
1,-Y,-0.001709,-1.000244,-0.025146
1,-Y,0.005127,-1.002197,-0.034424
1,-Y,0.008545,-1.005859,-0.032959
1,-Y,0.009033,-1.002686,-0.032227
1,-Y,0.010254,-1.000488,-0.022949
1,-Y,0.015381,-0.997803,-0.033936
1,-Y,0.024902,-1.004395,-0.043457
1,-Y,0.02002,-1.003418,-0.033936
1,-Y,0.015137,-1.005127,-0.035889
