t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m,imu_dt_us,mag_dt_us,bmp_dt_us,imu_mag_dt_us,imu_bmp_dt_us
36.317,0.001709,0.005371,0.964355,2.259542,-0.091603,0.335878,0.017195,-0.012513,0.998665,0.703228,0.617254,-0.176405,41.598,3.077,3.388,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.652,-0.331,0.092,14.251,25.020,100662.98,-140.506,1977,3579,4886,1602,2909
36.437,0.007812,0.010254,0.993164,2.167939,-0.167939,0.381679,0.023488,-0.008424,1.027194,0.610007,0.538885,-0.129731,41.568,3.078,3.357,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.760,-0.295,-0.007,14.258,25.020,100663.31,-140.537,1967,3571,4883,1604,2916
36.557,-0.009521,0.026123,1.008789,2.091603,0.213740,0.366412,0.006629,0.007604,1.042892,0.534318,0.921377,-0.145347,41.580,3.088,3.391,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.804,-0.171,0.067,14.269,25.020,100662.88,-140.500,1975,3579,4886,1604,2911
36.677,-0.001221,0.005615,0.954834,2.488550,-0.122137,0.244275,0.014254,-0.011980,0.989258,0.931750,0.586109,-0.267746,41.589,3.122,3.376,33.3027,-11.2844,29.8165,46.1024,37.4692,-10.1184,35.7602,52.7742,15.112,16.976,-0.161,0.041,14.280,25.020,100662.71,-140.484,1971,3575,4884,1604,2913
36.797,-0.010254,0.004883,0.985107,2.213740,-0.076336,0.381679,0.005254,-0.013111,1.019253,0.657588,0.632725,-0.130691,41.601,3.122,3.377,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,16.973,-0.191,0.087,14.308,25.020,100663.05,-140.511,1974,3577,4885,1603,2911
36.917,-0.004150,0.000488,0.958740,2.305344,0.030534,0.366412,0.011187,-0.017110,0.993088,0.748059,0.738171,-0.145347,41.580,3.128,3.383,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.795,-0.221,0.094,14.318,25.020,100663.21,-140.527,1969,3575,4884,1606,2915
37.037,-0.010010,0.002441,0.971680,2.106870,0.198473,0.519084,0.005405,-0.015270,1.005940,0.549585,0.906110,0.007325,41.580,3.112,3.416,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.674,-0.249,0.158,14.336,25.010,100662.81,-140.495,1977,3579,4886,1602,2909
37.157,-0.008057,-0.004883,0.973389,2.152672,0.030534,0.366412,0.007155,-0.022689,1.007551,0.594901,0.737561,-0.145085,41.571,3.094,3.426,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.801,-0.323,0.184,14.342,25.010,100662.81,-140.495,1967,3571,4883,1604,2916
37.287,0.001953,-0.000244,0.981934,2.259542,-0.167939,0.244275,0.017312,-0.018517,1.016005,0.701610,0.538885,-0.267136,41.568,3.101,3.407,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.808,-0.344,0.108,14.327,25.010,100662.81,-140.495,1973,3579,4875,1606,2902
37.407,-0.016113,-0.004150,0.968750,2.229008,-0.076336,0.320611,-0.000890,-0.021627,1.003005,0.672370,0.632114,-0.191498,41.592,3.093,3.414,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.662,-0.379,0.179,14.313,25.010,100662.48,-140.463,1971,3575,4885,1604,2914
37.527,-0.014160,0.000977,0.967285,2.274809,0.045802,0.396947,0.001205,-0.016522,1.001596,0.717847,0.753845,-0.114987,41.586,3.097,3.433,33.2110,-11.1009,29.7248,45.9322,37.3588,-9.9077,35.6473,52.5792,14.853,16.701,-0.370,0.242,14.308,25.010,100662.31,-140.453,1977,3579,4887,1602,2910
37.647,0.001709,0.005371,0.969238,2.229008,-0.030534,0.320611,0.017203,-0.012618,1.003497,0.671723,0.677102,-0.191149,41.580,3.099,3.424,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,16.618,-0.336,0.178,14.290,25.010,100662.05,-140.426,1969,3575,4884,1606,2915
37.767,-0.008301,0.003662,0.969238,2.213740,-0.091603,0.305344,0.007144,-0.014044,1.003527,0.656132,0.615627,-0.206241,41.574,3.099,3.420,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.806,-0.332,0.186,14.286,25.010,100662.39,-140.458,1977,3579,4886,1602,2909
37.887,-0.012451,0.008057,0.971191,2.213740,0.000000,0.335878,0.003121,-0.009573,1.005522,0.656779,0.708043,-0.176056,41.586,3.103,3.431,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.807,-0.299,0.232,14.286,25.010,100662.39,-140.458,1967,3571,4883,1604,2916
38.007,0.006348,0.008545,0.968018,2.183206,-0.030534,0.335878,0.021930,-0.009549,1.002298,0.626083,0.677306,-0.175969,41.583,3.104,3.417,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,16.763,-0.272,0.140,14.285,25.010,100662.39,-140.458,1975,3580,4886,1605,2911
38.127,-0.012939,-0.003174,0.972168,2.183206,0.030534,0.381679,0.002318,-0.020814,1.006382,0.625597,0.737764,-0.129905,41.574,3.091,3.433,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.798,-0.329,0.202,14.294,25.010,100662.81,-140.495,1971,3575,4884,1604,2913
38.247,-0.001221,0.002441,0.968506,2.412214,-0.274809,0.366412,0.014189,-0.015450,1.002758,0.854443,0.432218,-0.145085,41.571,3.112,3.399,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,16.960,-0.321,0.139,14.308,25.010,100662.81,-140.495,1974,3577,4885,1603,2911
38.367,-0.007080,0.001221,0.971436,2.213740,0.015267,0.412214,0.008300,-0.016569,1.005672,0.656132,0.722497,-0.099371,41.574,3.108,3.407,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.673,-0.328,0.155,14.307,25.020,100662.88,-140.500,1969,3575,4884,1606,2915
38.487,-0.010010,0.000488,0.968994,2.183206,-0.030534,0.381679,0.005345,-0.017165,1.003263,0.625921,0.677102,-0.130080,41.580,3.100,3.412,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.806,-0.350,0.186,14.312,25.020,100662.71,-140.484,1977,3579,4886,1602,2909
38.607,-0.005615,0.004883,0.972900,2.213740,-0.091603,0.351145,0.009871,-0.012978,1.007151,0.656455,0.616034,-0.160614,41.580,3.101,3.405,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.671,-0.326,0.172,14.301,25.020,100662.55,-140.469,1967,3571,4883,1604,2916
38.727,-0.013184,0.006836,0.971924,2.259542,-0.061069,0.335878,0.002356,-0.010789,1.006239,0.702419,0.646771,-0.175969,41.583,3.109,3.410,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.814,-0.296,0.218,14.301,25.020,100663.14,-140.521,1975,3580,4886,1605,2911
38.847,-0.005615,0.003418,0.969482,2.229008,-0.015267,0.320611,0.009824,-0.014370,1.003754,0.672370,0.693183,-0.191498,41.592,3.109,3.412,33.3945,-11.1009,29.6330,46.0059,37.5734,-9.9070,35.5419,52.6606,14.771,16.625,-0.287,0.210,14.288,25.020,100663.48,-140.548,1971,3575,4884,1604,2913
38.967,-0.008057,0.000000,0.972412,2.274809,-0.045802,0.381679,0.007291,-0.017783,1.006632,0.717039,0.661225,-0.129818,41.571,3.111,3.414,33.3945,-11.1009,29.8165,46.1243,37.5790,-9.9061,35.7639,52.8145,14.768,16.634,-0.298,0.217,14.283,25.020,100663.91,-140.585,1974,3577,4885,1603,2911
39.087,-0.021973,-0.002197,0.977295,2.198473,0.091603,0.381679,-0.006680,-0.019692,1.011508,0.641188,0.799240,-0.130080,41.580,3.102,3.447,33.3027,-11.2844,29.8165,46.1024,37.4692,-10.1184,35.7602,52.7742,15.112,16.944,-0.349,0.340,14.300,25.020,100663.73,-140.569,1969,3575,4884,1606,2915
39.207,-0.002930,-0.001221,0.960449,2.244275,0.045802,0.412214,0.012362,-0.018891,0.994757,0.686504,0.752828,-0.099284,41.571,3.099,3.452,33.3945,-11.1009,29.8165,46.1243,37.5790,-9.9061,35.7639,52.8145,14.768,16.615,-0.360,0.305,14.292,25.020,100663.58,-140.558,1977,3579,4886,1602,2909
39.327,-0.005615,0.003662,0.976562,2.229008,-0.030534,0.320611,0.009843,-0.014279,1.010763,0.670914,0.676086,-0.190713,41.565,3.100,3.452,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.797,-0.350,0.286,14.287,25.020,100663.51,-140.553,1967,3571,4883,1604,2916
39.447,-0.000732,-0.000732,0.967041,2.198473,-0.152672,0.381679,0.014585,-0.018607,1.001275,0.641026,0.554762,-0.129993,41.577,3.092,3.431,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.654,-0.367,0.221,14.280,25.020,100663.17,-140.521,1975,3580,4886,1605,2911
39.567,-0.002686,0.008301,0.964844,2.274809,-0.030534,0.396947,0.012883,-0.009468,0.999197,0.717847,0.677509,-0.114987,41.586,3.104,3.427,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,16.853,-0.322,0.192,14.287,25.020,100663.01,-140.511,1971,3575,4884,1604,2913
39.687,0.000488,-0.000977,0.959473,2.229008,-0.137405,0.320611,0.015786,-0.018723,0.993777,0.671884,0.570435,-0.191236,41.583,3.099,3.408,33.3945,-11.1009,29.6330,46.0059,37.5734,-9.9070,35.5419,52.6606,14.771,16.618,-0.341,0.130,14.274,25.030,100663.44,-140.548,1974,3577,4885,1603,2911
39.807,0.002686,0.000977,0.965332,2.305344,0.030534,0.381679,0.018049,-0.016958,0.999584,0.748220,0.738374,-0.130167,41.583,3.106,3.406,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.812,-0.348,0.084,14.281,25.030,100663.44,-140.548,1969,3575,4884,1606,2915
39.927,-0.014160,0.005127,0.966064,2.229008,-0.061069,0.335878,0.001320,-0.012344,1.000428,0.671075,0.645755,-0.175533,41.568,3.108,3.412,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,16.628,-0.320,0.145,14.270,25.030,100663.70,-140.569,1977,3579,4886,1602,2909
40.047,-0.009277,-0.001465,0.964844,2.290076,-0.137405,0.290076,0.006015,-0.019050,0.999133,0.733600,0.571249,-0.222120,41.595,3.111,3.404,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.820,-0.346,0.160,14.266,25.030,100663.53,-140.553,1967,3571,4883,1604,2916
40.167,-0.002441,0.001465,0.965576,2.320611,-0.137405,0.320611,0.012936,-0.016329,0.999855,0.763002,0.569826,-0.190974,41.574,3.119,3.388,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.787,-0.343,0.125,14.263,25.030,100663.80,-140.574,1975,3580,4886,1605,2911
40.287,-0.015137,0.006592,0.983887,2.229008,-0.061069,0.229008,0.000417,-0.011236,1.018085,0.671723,0.646568,-0.282752,41.580,3.123,3.396,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.788,-0.316,0.189,14.249,25.030,100663.46,-140.548,1971,3575,4884,1604,2913
40.407,0.000732,-0.000244,0.963135,2.229008,0.000000,0.366412,0.016057,-0.018076,0.997407,0.672046,0.708043,-0.145521,41.586,3.119,3.393,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,16.782,-0.342,0.146,14.254,25.030,100662.80,-140.490,1974,3577,4885,1603,2911
40.527,-0.006104,-0.001465,0.974365,2.244275,0.000000,0.320611,0.009206,-0.019346,1.008541,0.686181,0.706621,-0.190713,41.565,3.115,3.398,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,16.870,-0.374,0.156,14.257,25.030,100662.86,-140.495,1969,3575,4884,1606,2915
40.647,-0.003662,0.004639,0.967529,2.213740,-0.015267,0.396947,0.011808,-0.013162,1.001824,0.655646,0.691353,-0.114377,41.565,3.115,3.397,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.825,-0.360,0.144,14.264,25.030,100662.86,-140.495,1977,3579,4886,1602,2909
40.767,0.003662,0.004150,0.961182,2.137405,0.030534,0.305344,0.019108,-0.013721,0.995503,0.579958,0.737968,-0.206329,41.577,3.105,3.394,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,16.862,-0.364,0.089,14.263,25.030,100662.70,-140.484,1967,3571,4883,1604,2916
40.887,-0.009277,0.002441,0.962402,2.198473,-0.076336,0.381679,0.006121,-0.015090,0.996755,0.641350,0.631504,-0.130167,41.583,3.101,3.394,33.2110,-11.1927,29.7248,45.9544,37.3582,-10.0136,35.6469,52.5985,15.005,16.855,-0.371,0.118,14.273,25.030,100662.70,-140.484,1975,3580,4886,1605,2911
41.007,-0.001953,0.005859,0.973633,2.152672,-0.061069,0.351145,0.013563,-0.012121,1.007868,0.594740,0.645755,-0.160266,41.568,3.095,3.386,33.2110,-11.1927,29.7248,45.9544,37.3582,-10.0136,35.6469,52.5985,15.005,16.852,-0.359,0.094,14.277,25.040,100662.62,-140.479,1971,3575,4884,1604,2913
41.127,-0.004395,0.002441,0.967773,2.198473,0.015267,0.366412,0.011014,-0.015344,1.002048,0.641188,0.722904,-0.145347,41.580,3.091,3.391,33.3027,-11.1927,29.6330,45.9616,37.4641,-10.0134,35.5386,52.6006,14.964,16.800,-0.365,0.099,14.281,25.040,100662.45,-140.463,1974,3577,4885,1603,2911
41.247,-0.009277,0.006592,0.971924,2.198473,0.000000,0.412214,0.006255,-0.011144,1.006218,0.641026,0.707433,-0.099458,41.577,3.092,3.399,33.3027,-11.2844,29.6330,45.9840,37.4636,-10.1193,35.5382,52.6201,15.116,16.940,-0.348,0.137,14.301,25.040,100662.89,-140.500,1969,3575,4884,1606,2915
41.367,-0.006592,-0.004883,0.964844,2.198473,0.015267,0.335878,0.008604,-0.022546,0.999088,0.640218,0.721685,-0.175358,41.562,3.080,3.406,33.3027,-11.3761,29.8165,46.1250,37.4686,-10.2243,35.7598,52.7938,15.263,17.076,-0.421,0.157,14.319,25.040,100662.89,-140.500,1977,3579,4886,1602,2909
41.487,-0.016846,0.003418,0.973389,2.229008,-0.076336,0.351145,-0.001401,-0.014136,1.007673,0.672532,0.632318,-0.161051,41.595,3.081,3.414,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,16.931,-0.408,0.229,14.324,25.040,100663.05,-140.511,1967,3571,4882,1604,2915
41.607,-0.014160,0.002197,0.962402,2.244275,-0.015267,0.320611,0.001231,-0.015196,0.996776,0.687313,0.692776,-0.191323,41.586,3.083,3.426,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.792,-0.394,0.279,14.314,25.040,100663.66,-140.564,1975,3580,4886,1605,2911
41.727,-0.005615,0.000244,0.965576,2.244275,0.076336,0.396947,0.009727,-0.017460,0.999858,0.686990,0.783973,-0.114813,41.580,3.082,3.438,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,16.833,-0.400,0.277,14.317,25.040,100663.16,-140.521,1971,3575,4884,1604,2913
41.847,-0.012207,0.003418,0.967285,2.244275,-0.076336,0.335878,0.003227,-0.014135,1.001611,0.687475,0.631911,-0.176143,41.589,3.085,3.440,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.791,-0.380,0.301,14.310,25.040,100663.16,-140.521,1974,3577,4885,1603,2911
41.967,-0.011719,0.005859,0.969727,2.244275,0.000000,0.381679,0.003789,-0.011760,1.004048,0.687637,0.708450,-0.130429,41.592,3.091,3.450,33.2110,-11.2844,29.8165,46.0362,37.3604,-10.1190,35.7574,52.6952,15.155,16.978,-0.357,0.330,14.322,25.040,100663.25,-140.532,1969,3575,4884,1606,2915
42.087,-0.001465,0.000732,0.968506,2.167939,-0.137405,0.381679,0.013897,-0.017153,1.002742,0.610977,0.570639,-0.130254,41.586,3.081,3.433,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.648,-0.364,0.265,14.311,25.040,100662.92,-140.500,1977,3579,4886,1602,2909
42.207,-0.001221,0.004395,0.966309,2.244275,-0.106870,0.351145,0.014241,-0.013449,1.000602,0.686990,0.600766,-0.160614,41.580,3.085,3.418,33.3945,-11.0092,29.8165,46.1023,37.5796,-9.8002,35.7644,52.7955,14.616,16.470,-0.326,0.206,14.286,25.050,100662.84,-140.495,1967,3571,4883,1604,2916
42.327,0.000977,0.003906,0.966064,2.213740,0.015267,0.366412,0.016424,-0.013994,1.000345,0.655970,0.722294,-0.145085,41.571,3.084,3.416,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.651,-0.315,0.158,14.280,25.050,100662.68,-140.484,1975,3580,4886,1605,2911
42.447,-0.004883,0.002441,0.964111,2.305344,-0.061069,0.412214,0.010519,-0.015251,0.998426,0.748544,0.647178,-0.099807,41.589,3.093,3.412,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.800,-0.314,0.150,14.291,25.050,100663.28,-140.532,1971,3575,4884,1604,2913
42.567,-0.005127,0.004883,0.970215,2.244275,-0.030534,0.320611,0.010355,-0.012934,1.004491,0.686019,0.675883,-0.190626,41.562,3.097,3.411,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.804,-0.303,0.147,14.291,25.050,100663.11,-140.516,1974,3577,4885,1603,2911
42.687,0.000977,0.004150,0.967285,2.152672,-0.076336,0.381679,0.016433,-0.013777,1.001556,0.595387,0.631301,-0.130080,41.580,3.090,3.398,33.3027,-11.0092,29.8165,46.0359,37.4709,-9.8008,35.7616,52.7164,14.658,16.522,-0.293,0.093,14.279,25.050,100662.94,-140.506,1969,3575,4884,1606,2915
42.807,-0.008789,0.002686,0.967041,2.259542,-0.061069,0.244275,0.006625,-0.014960,1.001346,0.702580,0.646974,-0.267659,41.586,3.093,3.399,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.807,-0.300,0.120,14.272,25.050,100662.94,-140.506,1977,3579,4886,1602,2909
42.927,-0.002930,0.004150,0.967773,2.244275,-0.061069,0.320611,0.012527,-0.013676,1.002057,0.688609,0.648603,-0.192022,41.609,3.097,3.393,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,16.764,-0.296,0.103,14.271,25.050,100663.11,-140.516,1967,3571,4883,1604,2916
43.047,-0.003174,-0.000977,0.952148,2.198473,-0.061069,0.351145,0.012110,-0.018460,0.986546,0.641512,0.646974,-0.160789,41.586,3.089,3.387,33.3027,-11.0092,29.7248,45.9765,37.4681,-9.8012,35.6506,52.6392,14.659,16.520,-0.318,0.085,14.258,25.050,100662.94,-140.506,1975,3580,4886,1605,2911
43.167,-0.013916,0.000244,0.969971,2.198473,0.030534,0.351145,0.001434,-0.017320,1.004246,0.642807,0.740206,-0.161487,41.609,3.083,3.405,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,16.841,-0.346,0.160,14.267,25.050,100662.61,-140.474,1971,3575,4884,1604,2913
43.287,-0.021729,0.003662,0.976074,2.198473,0.030534,0.335878,-0.006272,-0.013811,1.010355,0.642321,0.739595,-0.176493,41.601,3.081,3.431,33.2110,-11.1009,29.8165,45.9916,37.3616,-9.9072,35.7584,52.6564,14.851,16.693,-0.336,0.276,14.260,25.050,100662.51,-140.469,1974,3576,4885,1602,2911
43.407,-0.003906,0.003174,0.972656,2.198473,-0.106870,0.366412,0.011532,-0.014731,1.006885,0.641674,0.601376,-0.145609,41.589,3.078,3.420,33.2110,-11.1927,29.7248,45.9544,37.3582,-10.0136,35.6469,52.5985,15.005,16.831,-0.341,0.242,14.267,25.050,100662.17,-140.437,1969,3575,4884,1606,2915
43.527,-0.014160,0.002930,0.974365,2.244275,-0.061069,0.290076,0.001273,-0.014722,1.008622,0.687799,0.647585,-0.222120,41.595,3.081,3.426,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.746,-0.335,0.286,14.258,25.050,100662.17,-140.437,1977,3579,4886,1602,2909
43.647,-0.006592,-0.006592,0.968994,2.213740,-0.045802,0.366412,0.008564,-0.024345,1.003178,0.658398,0.664277,-0.146395,41.615,3.069,3.426,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.640,-0.393,0.275,14.252,25.050,100662.60,-140.474,1967,4064,5374,2097,3407
43.767,-0.000732,0.000732,0.969238,2.183206,-0.061069,0.351145,0.014631,-0.017190,1.003464,0.626568,0.647381,-0.160963,41.592,3.062,3.417,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.733,-0.404,0.223,14.248,25.050,100662.60,-140.474,1975,3578,4884,1603,2909
43.887,-0.009521,0.000488,0.967041,2.183206,-0.015267,0.351145,0.005830,-0.017137,1.001328,0.626892,0.693590,-0.161138,41.598,3.054,3.423,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.628,-0.406,0.242,14.237,25.060,100662.70,-140.484,1971,3573,4884,1602,2913
44.007,-0.000977,-0.001221,0.965820,2.274809,0.030534,0.427481,0.014325,-0.019063,1.000063,0.718171,0.738984,-0.084628,41.592,3.056,3.425,33.3945,-11.2844,29.7248,46.1096,37.5751,-10.1183,35.6520,52.7762,15.071,16.863,-0.427,0.209,14.254,25.060,100662.03,-140.426,1974,3577,4885,1603,2911
44.127,-0.006104,0.009033,0.971924,2.320611,-0.045802,0.351145,0.009498,-0.008792,1.006227,0.763973,0.662648,-0.160963,41.592,3.075,3.424,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.786,-0.360,0.203,14.252,25.060,100661.88,-140.416,1969,3575,4884,1606,2915
44.247,-0.013428,-0.000244,0.976074,2.213740,0.015267,0.335878,0.001919,-0.017954,1.010279,0.657103,0.723717,-0.176231,41.592,3.070,3.438,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,16.591,-0.369,0.254,14.240,25.060,100662.13,-140.437,1977,3579,4886,1602,2909
44.367,0.008789,-0.000488,0.964844,2.335878,0.045802,0.335878,0.024111,-0.018586,0.999058,0.779078,0.754048,-0.176143,41.589,3.079,3.431,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.647,-0.370,0.151,14.229,25.060,100662.56,-140.474,1967,3571,4883,1604,2916
44.487,-0.010742,0.000244,0.975342,2.198473,0.015267,0.290076,0.004617,-0.017526,1.009546,0.641674,0.723514,-0.221945,41.589,3.073,3.442,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.736,-0.386,0.193,14.223,25.060,100662.40,-140.458,1975,3580,4886,1605,2911
44.607,-0.012451,0.003662,0.971191,2.198473,-0.106870,0.259542,0.002997,-0.013969,1.005480,0.642159,0.601987,-0.252741,41.598,3.071,3.441,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.638,-0.370,0.224,14.205,25.060,100661.89,-140.416,1971,3575,4884,1604,2913
44.727,-0.003174,0.002197,0.966064,2.198473,-0.061069,0.290076,0.012225,-0.015586,1.000348,0.641674,0.647178,-0.221945,41.589,3.067,3.434,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.774,-0.378,0.196,14.202,25.060,100662.00,-140.426,1974,3577,4885,1603,2911
44.847,-0.010010,0.006592,0.970703,2.198473,-0.152672,0.335878,0.005521,-0.011097,1.005014,0.641350,0.555168,-0.175969,41.583,3.069,3.424,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.781,-0.353,0.207,14.205,25.060,100661.83,-140.410,1969,3575,4884,1606,2915
